X,Y,FID,Plant_Name,Owner,Operator,City,State,County,ZipCode,Period,Cap_MMcfd,Plant_Flow,BTU_Conten,Dry_Stor,NGL_Stor,Longitude,Latitude,Source
-96.16917,35.14001,455,Wetumka,Enable Products LLC,Enable Products LLC,Wetumka,OK,Hughes,74883,2017,60,36,1190,0,2857,-96.16917,35.14001,"EIA-757, Natural Gas Processing Plant Survey"
-100.28687,35.52995,456,Wheeler,Enable Products LLC,Enable Products LLC,Wheeler,TX,Wheeler,79096,2017,200,200,1215,0,0,-100.28687,35.52995,"EIA-757, Natural Gas Processing Plant Survey"
-100.12995,35.40955,457,Wheeler,ETC Field Services LLC,ETC Field Services LLC,Kelton,TX,Wheeler,79096,2017,60,35,1195,0,0,-100.12995,35.40955,"EIA-757, Natural Gas Processing Plant Survey"
-78.80403,41.61204,458,Whitetail Gas Plant,"Elkhorn Investments, LLC",Elkhorn Gas Processing,Kane,PA,Elk,16735,2017,6,2,1150,0,1214,-78.80403,41.61204,"EIA-757, Natural Gas Processing Plant Survey"
-103.98048,40.24727,459,Wiggins Gas Processing Plant, ,Western Operating Company,Fort Morgan,CO,Morgan,80701,2017,3,0.05,1400,0,762,-103.98048,40.24727,"EIA-757, Natural Gas Processing Plant Survey"
-96.67954,29.3361,460,Wilcox Gas Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Hallettsville,TX,Lavaca,77964,2017,240,135,1102,0,9857,-96.67954,29.3361,"EIA-757, Natural Gas Processing Plant Survey"
-103.19239,47.8587,461,Wild Basin,Oasis Petroleum,Oasis Midstream Partners,Watford City,ND,McKenzie,58854,2017,79,79,1500,0,17143,-103.19239,47.8587,"EIA-757, Natural Gas Processing Plant Survey"
-87.40317,31.41873,462,Wildfork Plant,Gas Processors Inc,Gas Processors Inc,Frisco City,AL,Monroe,36445,2017,9,9,1275,0,2857,-87.40317,31.41873,"EIA-757, Natural Gas Processing Plant Survey"
-102.8263,33.02802,463,Willard CO2 Recovery Plant,"Oxy Usa Wtp, LP 00",OXY,Denver City,TX,Yoakum,79323,2017,96,94,185,0,1500,-102.8263,33.02802,"EIA-757, Natural Gas Processing Plant Survey"
-88.17722,30.40056,464,Williams Mobile Bay Processing Plant,"The Williams Companies, Inc.","The Williams Companies, Inc.",Coden,AL,Mobile,36523,2017,690,350,1135,0,0,-88.17722,30.40056,"EIA-757, Natural Gas Processing Plant Survey"
-108.24206,39.83514,465,Willow Creek,Williams,"Williams Midstream Services, LLC",Rifle,CO,Rio Blanco,81650,2017,495,471,0,0,0,-108.24206,39.83514,"EIA-757, Natural Gas Processing Plant Survey"
-107.91925,40.1974,466,Wilson Creek Gas Plant,Chevron,Chevron,Meeker,CO,Rio blanco,81641,2017,1,1,1545,0,2926,-107.91925,40.1974,"EIA-757, Natural Gas Processing Plant Survey"
-100.22911,35.69436,467,Woodall Plant,ETC Field Services LLC,ETC Field Services LLC,Briscoe,TX,Hemphill,79011,2017,60,32,1190,0,430,-100.22911,35.69436,"EIA-757, Natural Gas Processing Plant Survey"
-97.28166,28.17598,468,Woodsboro Plant,Southcross Energy GP LLC,Southcross Processing LLC,Woodsboro,TX,Refugio,78393,2017,200,139,1206,0,2000,-97.28166,28.17598,"EIA-757, Natural Gas Processing Plant Survey"
-99.4794,36.44198,469,Woodward Natural Gas Processing,ONEOK,ONEOK,Woodward,OK,Woodward,73802,2017,70,65,1150,0,65500,-99.4794,36.44198,"EIA-757, Natural Gas Processing Plant Survey"
-107.91144,44.1305,470,Worland Plant,Devon Energy Production Co LP,Devon Energy Production Co LP,"Worland,",WY,Washakie,82401,2017,10,5,1287,0,9200,-107.91144,44.1305,"EIA-757, Natural Gas Processing Plant Survey"
-98.07189,33.09954,471,Worsham-Steed Cryogenic Gas Plant,"Nortex Midstream Partners, LLC","Worsham-Steed Gas Storage, LLC",Perrin,TX,Jack,76486,2017,60,41,950,0,0,-98.07189,33.09954,"EIA-757, Natural Gas Processing Plant Survey"
-102.8459,32.92289,472,WPMT NGL,Occidental Permian Ltd 04,Occidental Permian Ltd,Denver City,TX,Yoakum,79323,2017,40,11,891,0,0,-102.8459,32.92289,"EIA-757, Natural Gas Processing Plant Survey"
-88.12851,30.40366,473,Yellowhammer Gas Plant,"W&T Offshore, Inc.","W&T Offshore, Inc.",Coden,AL,Mobile,36523,2017,200,60,1110,0,7142,-88.12851,30.40366,"EIA-757, Natural Gas Processing Plant Survey"
-103.39068,40.69566,474,Yenter Gas Plant,"Sterling Energy Investments, LLC","Sterling Energy Investments, LLC",Sterling,CO,Logan,80751,2017,11,1,1396,0,5394,-103.39068,40.69566,"EIA-757, Natural Gas Processing Plant Survey"
-97.11031,29.34153,475,Yoakum Gas Processing Plant,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,Yoakum,TX,Lavaca,77995,2017,900,900,1250,0,0,-97.11031,29.34153,"EIA-757, Natural Gas Processing Plant Survey"
-108.76939,44.20798,476,Yu Bench,"Rock Oil And Gas Assets, LLC","Cumberland Operating, LLC",Cody,WY,Park,82414,2017,4,1,1115,0,714,-108.76939,44.20798,"EIA-757, Natural Gas Processing Plant Survey"
-103.81173,32.64177,477,Zia II Plant,"DCP Operating Company, LP","DCP Operating Company, LP",Hobbs,NM,Lea,88240,2017,220,180,1120,0,3950,-103.81173,32.64177,"EIA-757, Natural Gas Processing Plant Survey"
-100.14833,35.60501,478,Zybach,Enbridge Pipelines (Texas Gathering) L.P., ,Briscoe,TX,Wheeler,79011,2017,164,69,1169,0,952,-100.14833,35.60501,"EIA-757, Natural Gas Processing Plant Survey"
