GEOID,2019_Population,INTPTLAT,INTPTLONG                                                                                                               
19045,46429,41.898073,-90.534243
19047,16820,42.043119,-95.38909
19049,93453,41.68532,-94.040706
19051,9000,40.748089,-92.410345
19053,7870,40.736379,-93.78458
19055,17011,42.472937,-91.366767
19057,38967,40.915339,-91.186925
19059,17258,43.389611,-95.196057
19061,97311,42.463481,-90.878771
19063,9208,43.377984,-94.66937
19065,19650,42.864122,-91.840376
19067,15642,43.052741,-92.787367
19069,10070,42.736545,-93.271415
19071,6960,40.74259,-95.599182
19073,8888,42.042513,-94.388727
19075,12232,42.403339,-92.790244
19077,10689,41.683573,-94.501272
19079,14773,42.390789,-93.70913
19081,10630,43.075411,-93.743697
19083,16846,42.390208,-93.241669
19085,14049,41.688584,-95.827149
19087,19954,40.984802,-91.547259
19089,9158,43.365312,-92.321908
19091,9558,42.782221,-94.202775
19093,6860,42.39186,-95.507421
19095,16184,41.683918,-92.059123
19097,19439,42.164226,-90.574582
19099,37185,41.685551,-93.054147
19101,18295,41.006376,-91.966628
19103,151140,41.670668,-91.590529
19105,20681,42.125118,-91.116914
19107,10246,41.331182,-92.167721
19109,14813,43.212356,-94.213965
19111,33657,40.647588,-91.477157
19113,226706,42.077951,-91.597674
19115,11035,41.218211,-91.256994
19117,8600,41.033344,-93.331467
19119,11755,43.38358,-96.207201
19121,16338,41.330622,-94.015184
19123,22095,41.330797,-92.636366
19125,33253,41.331433,-93.093868
19127,39369,42.0417,-92.981403
19129,15109,41.033703,-95.619101
19131,10586,43.348564,-92.784466
19133,8615,42.049432,-95.956566
19135,7707,41.028847,-92.869642
19137,9917,41.021735,-95.15779
19139,42664,41.483776,-91.118699
19141,13753,43.083746,-95.625624
19143,5958,43.378542,-95.633788
19145,15107,40.739097,-95.144301
19147,8886,43.075337,-94.669055
19149,25177,42.737585,-96.215864
19151,6619,42.734033,-94.678279
19153,490161,41.684816,-93.568971
19155,93206,41.340184,-95.544905
19157,18504,41.684642,-92.522934
19159,4894,40.735334,-94.244251
19161,9721,42.387526,-95.105224
19163,172943,41.642079,-90.622289
19165,11454,41.679014,-95.308917
19167,34855,43.082646,-96.17801
19169,97117,42.037538,-93.466093
19171,16854,42.074848,-92.529411
19173,6121,40.737949,-94.697108
19175,12241,41.02855,-94.245091
19177,7044,40.754117,-91.952943
19179,34969,41.031275,-92.409466
19181,51466,41.332446,-93.568751
19183,21965,41.329401,-91.725052
19185,6441,40.739983,-93.332613
19187,35904,42.433579,-94.175831
19189,10354,43.378124,-93.743488
19191,19991,43.292989,-91.850788
19193,103107,42.39322,-96.053296
19195,7381,43.373491,-93.248533
19197,12562,42.733007,-93.734735
20001,12369,37.884228,-95.300945
20003,7858,38.215114,-95.292046
20005,16073,39.532544,-95.313397
20007,4427,37.222906,-98.685052
20009,25779,38.481239,-98.767837
20011,14534,37.8561,-94.850928
20013,9564,39.825931,-95.569905
20015,66911,37.773649,-96.83884
20017,2648,38.299475,-96.594029
20019,3250,37.154259,-96.245396
20021,19939,37.169392,-94.845698
20023,2657,39.789917,-101.727325
20025,1994,37.233831,-99.813869
20027,8002,39.344964,-97.168853
20029,8786,39.487329,-97.64139
20031,8179,38.23645,-95.729137
20033,1700,37.181442,-99.251293
20035,34908,37.234507,-96.837247
20037,38818,37.505821,-94.853897
20039,2827,39.783542,-100.459708
20041,18466,38.867735,-97.157943
20043,7600,39.788502,-95.147225
20045,122259,38.896417,-95.290947
20047,2798,37.883595,-99.304746
20049,2530,37.456026,-96.244642
20051,28553,38.914597,-99.317313
20053,6102,38.700845,-98.205355
20055,36467,38.049808,-100.739967
20057,33619,37.688416,-99.884748
20059,25544,38.558019,-95.278962
20061,31670,39.002139,-96.7681
20063,2636,38.917239,-100.48736
20065,2482,39.354972,-99.879894
20067,7150,37.547537,-101.299362
20069,5988,37.744513,-100.451716
20071,1232,38.480404,-101.80597
20073,5982,37.879347,-96.241732
20075,2539,37.995244,-101.793689
20077,5436,37.188184,-98.06659
20079,34429,38.050144,-97.436706
20081,3968,37.554979,-100.879952
20083,1794,38.087493,-99.898407
20085,13171,39.411145,-95.794485
20087,19043,39.239644,-95.375314
20089,2879,39.777005,-98.222619
20091,602401,38.883907,-94.82233
20093,3838,37.994461,-101.308136
20095,7152,37.552951,-98.144529
20097,2475,37.561231,-99.286539
20099,19618,37.191468,-95.297473
20101,1535,38.481286,-100.466185
20103,81758,39.189511,-95.038977
20105,2962,39.04728,-98.214284
20107,9703,38.216549,-94.844932
20109,2794,38.91327,-101.157402
20111,33195,38.455403,-96.161641
20113,28542,38.395812,-97.647489
20115,11884,38.359647,-97.102771
20117,9707,39.782709,-96.521243
20119,4033,37.243886,-100.360094
20121,34237,38.566772,-94.832963
20123,5979,39.393026,-98.207362
20125,31829,37.189537,-95.742403
20127,5620,38.688204,-96.651448
20129,2587,37.185249,-101.809516
20131,10231,39.791043,-96.005381
20133,16007,37.564283,-95.315682
20135,2750,38.480437,-99.908745
20137,5361,39.783867,-99.899235
20139,15949,38.650215,-95.708255
20141,3421,39.348261,-98.767942
20143,5704,39.137963,-97.654802
20145,6414,38.181477,-99.234772
20147,5234,39.784506,-99.34215
20149,24383,39.382187,-96.337113
20151,9164,37.647594,-98.74012
20153,2530,39.786198,-101.076738
20155,61998,37.948185,-98.078346
20157,4636,39.828906,-97.650883
20159,9537,38.347178,-98.201415
20161,74232,39.291211,-96.727489
20163,4920,39.346006,-99.324492
20165,3036,38.523596,-99.309184
20167,6856,38.91604,-98.770949
20169,54224,38.791804,-97.651478
20171,4823,38.481877,-100.90636
20173,516042,37.681045,-97.461054
20175,21428,37.18096,-100.855257
20177,176875,39.041805,-95.755664
20179,2521,39.350547,-100.441228
20181,5917,39.351352,-101.719859
20183,3583,39.78466,-98.785429
20185,4156,38.03563,-98.719889
20187,2006,37.565932,-101.789383
20189,5485,37.2017,-101.317268
20191,22836,37.236662,-97.493352
20193,7777,39.357713,-101.083386
20195,2803,38.921302,-99.865423
20197,6931,38.955154,-96.201262
20199,1518,38.926626,-101.771103
20201,5406,39.776714,-97.095611
20203,2119,38.481922,-101.347434
20205,8525,37.558515,-95.745175
20207,3138,37.888193,-95.758469
20209,165429,39.115384,-94.763087
21001,19202,37.105559,-85.28138
21003,21315,36.75077,-86.192458
21005,22747,38.005396,-84.986417
21007,7888,37.051323,-89.010367
21009,44249,36.962805,-85.932108
21011,12500,38.152249,-83.737641
21013,26032,36.728928,-83.680718
21015,133581,38.9589,-84.736371
21017,19788,38.202562,-84.20986
21019,46718,38.360003,-82.681406
21021,30060,37.618104,-84.868352
21023,8303,38.680365,-84.115235
21025,12630,37.517807,-83.317158
21027,20477,37.777988,-86.432919
21029,81676,37.969945,-85.702635
21031,12879,37.207013,-86.682471
21033,12747,37.148642,-87.870509
21035,39001,36.620978,-88.274086
21037,93584,38.946981,-84.379583
21039,4760,36.85718,-88.976614
21041,10631,38.668394,-85.124024
21043,26797,38.314094,-83.038988
21045,16159,37.321962,-84.92822
21047,70461,36.892059,-87.492986
21049,36263,37.970314,-84.145115
21051,19901,37.164273,-83.715454
21053,10218,36.727258,-85.136098
21055,8806,37.358149,-88.10501
21057,6614,36.782372,-85.388484
21059,101511,37.731671,-87.087139
21061,12150,37.227514,-86.218015
21063,7517,38.116883,-83.096116
21065,14106,37.692449,-83.963983
21067,323152,38.040678,-84.458272
21069,14581,38.367848,-83.699205
21071,35589,37.552456,-82.739724
21073,50991,38.234919,-84.868786
21075,5969,36.552511,-89.187659
21077,8869,38.755663,-84.865143
21079,17666,37.630162,-84.545856
21081,25069,38.649167,-84.625924
21083,37266,36.723344,-88.649897
21085,26427,37.458577,-86.344011
21087,10941,37.278065,-85.537925
21089,35098,38.563562,-82.93382
21091,8722,37.843325,-86.792761
21093,110958,37.695836,-85.963183
21095,26010,36.859223,-83.221497
21097,18886,38.444578,-84.334131
21099,19035,37.305827,-85.878443
21101,45210,37.792542,-87.572577
21103,16126,38.451383,-85.119647
21105,4380,36.675896,-88.972084
21107,44686,37.31107,-87.542196
21109,13329,37.403458,-84.020576
21111,766757,38.189532,-85.657624
21113,54115,37.873291,-84.58396
21115,22188,37.847756,-82.830121
21117,166998,38.930503,-84.533438
21119,14806,37.354368,-82.952546
21121,31145,36.8885,-83.855551
21123,14398,37.544462,-85.696841
21125,60813,37.113268,-84.119395
21127,15317,38.074453,-82.73829
21129,7403,37.608116,-83.719248
21131,9877,37.087846,-83.388617
21133,21553,37.118536,-82.861251
21135,13275,38.535047,-83.370143
21137,24549,37.457174,-84.658335
21139,9194,37.209517,-88.363426
21141,27102,36.859607,-86.881288
21143,8210,37.023976,-88.083391
21145,65418,37.054111,-88.712454
21147,17231,36.731136,-84.491052
21149,9207,37.526707,-87.265597
21151,92987,37.725511,-84.278362
21153,12161,37.698983,-83.069721
21155,19273,37.552604,-85.268959
21157,31100,36.882017,-88.332752
21159,11195,37.796774,-82.506623
21161,17070,38.594137,-83.828125
21163,28572,37.967476,-86.200863
21165,6489,37.935485,-83.589355
21167,21933,37.812085,-84.879695
21169,10071,36.99243,-85.633456
21171,10650,36.714077,-85.713508
21173,28157,38.038109,-83.912416
21175,13309,37.92294,-83.258944
21177,30622,37.213816,-87.134092
21179,46233,37.80312,-85.465931
21181,7269,38.338031,-84.026223
21183,23994,37.477859,-86.844871
21185,66799,38.400127,-85.45615
21187,10901,38.499395,-84.84159
21189,4415,37.423622,-83.691637
21191,14590,38.696284,-84.351943
21193,25758,37.241282,-83.217772
21195,57876,37.486031,-82.410912
21197,12359,37.809567,-83.831235
21199,64979,37.107452,-84.576969
21201,2108,38.513473,-84.06423
21203,16695,37.36105,-84.314368
21205,24460,38.204266,-83.428079
21207,17923,36.990587,-85.05495
21209,57004,38.28571,-84.57834
21211,49024,38.239011,-85.228247
21213,18572,36.740937,-86.581793
21215,19351,38.025411,-85.317174
21217,25769,37.36621,-85.328059
21219,12294,36.840338,-87.183642
21221,14651,36.807681,-87.858652
21223,8471,38.62004,-85.351208
21225,14381,37.658029,-87.95165
21227,132896,36.995634,-86.423579
21229,12095,37.754209,-85.175416
21231,20333,36.800772,-84.82659
21233,12942,37.51946,-87.68479
21235,36264,36.758024,-84.144648
21237,7157,37.743893,-83.49511
21239,26734,38.043103,-84.748855
22001,62045,30.291497,-92.411037
22003,25627,30.652744,-92.819605
22005,126604,30.206444,-90.912502
22007,21891,29.9033,-91.065219
22009,40144,31.088503,-91.983275
22011,37497,30.645018,-93.340253
22013,13241,32.340952,-93.041151
22015,127039,32.698481,-93.626561
22017,240204,32.580106,-93.88497
22019,203436,30.229559,-93.358015
22021,9918,32.101219,-92.114231
22023,6973,29.871812,-93.164948
22025,9494,31.666517,-91.846703
22027,15670,32.82716,-92.989728
22029,19259,31.469805,-91.626315
22031,27463,32.059248,-93.740797
22033,440059,30.54393,-91.093131
22035,6861,32.73017,-91.234141
22037,19135,30.839784,-91.043434
22039,33395,30.720693,-92.404086
22041,20015,32.139076,-91.672371
22043,22389,31.597787,-92.561716
22045,69830,29.606013,-91.842706
22047,32511,30.270653,-91.365872
22049,15744,32.30429,-92.5617
22051,432493,29.5033,-90.036231
22053,31368,30.269529,-92.816221
22055,244390,30.206507,-92.06417
22057,97614,29.491992,-90.394849
22059,14892,31.680083,-92.161596
22061,46742,32.601823,-92.662303
22063,140789,30.440419,-90.727474
22065,10951,32.346878,-91.231932
22067,24874,32.820008,-91.800399
22069,38158,31.732509,-93.082546
22071,390144,30.05342,-89.934502
22073,153279,32.480932,-92.151581
22075,23197,29.282447,-89.576068
22077,21730,30.708319,-91.604621
22079,129648,31.193204,-92.535953
22081,8442,32.101213,-93.34905
22083,20122,32.413158,-91.748353
22085,23884,31.560402,-93.559579
22087,47244,29.91811,-89.263494
22089,53100,29.905722,-90.357855
22091,10132,30.822539,-90.708307
22093,21096,30.024777,-90.793956
22095,42837,30.144068,-90.49096
22097,82124,30.583441,-91.989274
22099,53431,30.121433,-91.611481
22101,49348,29.629349,-91.463804
22103,260419,30.410022,-89.951962
22105,134758,30.621348,-90.40649
22107,4334,32.001489,-91.342576
22109,110461,29.33413,-90.843674
22111,22108,32.829349,-92.37565
22113,59511,29.789722,-92.291568
22115,47429,31.102841,-93.18833
22117,46194,30.852144,-90.046253
22119,38340,32.732152,-93.339825
22121,26465,30.464052,-91.309808
22123,10830,32.79248,-91.451998
22125,15568,30.873364,-91.421776
22127,13904,31.941187,-92.641269
23001,108277,44.167681,-70.207435
23003,67055,46.709193,-68.612409
23005,295003,43.808348,-70.330375
23007,30199,44.976724,-70.414935
23009,54987,44.564906,-68.370703
23011,122302,44.417012,-69.765764
23013,39772,44.042045,-69.038514
23015,34634,43.994781,-69.513624
23017,57975,44.4945,-70.734421
23019,152148,45.409284,-68.666616
23021,16785,45.915639,-69.102231
23023,35856,43.916845,-69.844227
23025,50484,45.503646,-69.95611
23027,39715,44.505822,-69.138961
23029,31379,44.967009,-67.609354
23031,207641,43.426019,-70.668425
24001,70416,39.612313,-78.703104
24003,579234,38.991617,-76.560894
24005,827370,39.443167,-76.616569
24009,92525,38.522719,-76.529762
24011,33406,38.871531,-75.831662
24013,168447,39.563328,-77.01533
24015,102855,39.562354,-75.941585
24017,163257,38.472853,-77.015427
24019,31929,38.429196,-76.047433
24021,259547,39.470177,-77.397636
24023,29014,39.547299,-79.274619
24025,255441,39.537429,-76.299789
24027,325690,39.252264,-76.924406
24029,19422,39.241279,-76.125987
24031,1050688,39.137381,-77.203063
24033,909327,38.829278,-76.848188
24035,50381,39.040693,-76.082405
24037,113510,38.223077,-76.534487
24039,25616,38.07445,-75.853323
24041,37181,38.748349,-76.178476
24043,151049,39.603621,-77.814671
24045,103609,38.36737,-75.632083
24047,52276,38.222133,-75.309931
24510,593490,39.300032,-76.610476
25001,212990,41.706123,-70.164823
25003,124944,42.371493,-73.217928
25005,565217,41.748588,-71.088894
25007,17332,41.38097,-70.701499
25009,789034,42.642708,-70.864909
25011,70180,42.584504,-72.591792
25013,466372,42.136198,-72.635648
25015,160830,42.339459,-72.663694
25017,1611699,42.481718,-71.394916
25019,11399,41.293392,-70.102164
25021,706775,42.171738,-71.18111
25023,521202,41.987196,-70.741942
25025,803907,42.338551,-71.018253
25027,830622,42.311693,-71.940282
26001,10405,44.657509,-83.29458
26003,9108,46.521736,-86.657119
26005,118081,42.421251,-86.261403
26007,28405,44.894954,-83.426574
26009,23324,45.005455,-85.175639
26011,14883,44.036833,-83.740675
26013,8209,46.695859,-88.36181
26015,61550,42.582811,-85.31455
26017,103126,43.699711,-83.978701
26019,17766,44.636844,-86.231999
26021,153401,41.791382,-86.742543
26023,43517,41.918455,-85.066885
26025,134159,42.24299,-85.012385
26027,51787,41.917243,-86.000142
26029,26143,45.618554,-85.543684
26031,25276,45.476022,-84.495431
26033,37349,46.321819,-84.52063
26035,30950,43.991137,-84.838325
26037,79595,42.950455,-84.591695
26039,14029,44.680175,-84.611343
26041,35784,45.805229,-86.901938
26043,25239,46.012833,-87.866139
26045,110268,42.58953,-84.84645
26047,33415,45.590094,-84.986822
26049,405813,43.021077,-83.706372
26051,25449,43.98975,-84.389816
26053,13975,46.488054,-89.788314
26055,93088,44.718688,-85.553848
26057,40711,43.292326,-84.60469
26059,45605,41.927461,-84.637479
26061,35684,46.998427,-88.651903
26063,30981,43.907616,-82.857045
26065,292406,42.603534,-84.373811
26067,64697,42.94465,-85.073766
26069,25127,44.386912,-83.380141
26071,11066,46.170254,-88.540526
26073,69872,43.645233,-84.839424
26075,158510,42.248474,-84.420868
26077,265066,42.246266,-85.532854
26079,18038,44.678881,-85.088992
26081,656955,43.032497,-85.547446
26083,2116,47.367297,-88.351332
26085,11853,43.995187,-85.8114
26087,87607,43.088633,-83.224325
26089,21761,45.146182,-86.051574
26091,98451,41.896022,-84.074356
26093,191995,42.602532,-83.911718
26095,6229,46.510988,-85.517552
26097,10799,46.167868,-85.303762
26099,873972,42.671553,-82.911456
26101,24558,44.245268,-86.327537
26103,66699,46.656596,-87.584028
26105,29144,43.957196,-86.442937
26107,43453,43.635295,-85.332751
26109,22780,45.535568,-87.501457
26111,83156,43.648203,-84.379414
26113,15118,44.325424,-85.085471
26115,150500,41.916097,-83.487106
26117,63888,43.312782,-85.149468
26119,9328,45.024134,-84.130107
26121,173566,43.428739,-86.420908
26123,48980,43.562712,-85.791372
26125,1257584,42.660452,-83.38421
26127,26467,43.603954,-86.467177
26129,20997,44.33328,-84.128073
26131,5720,46.835325,-89.276912
26133,23460,43.997552,-85.322283
26135,8241,44.687257,-84.126905
26137,24668,45.021787,-84.576603
26139,291830,43.054969,-86.219349
26141,12592,45.252397,-83.432283
26143,24019,44.339517,-84.611271
26145,190539,43.328267,-84.05541
26147,159128,42.928803,-82.668913
26149,60964,41.911488,-85.52287
26151,41170,43.449155,-82.642815
26153,8094,46.021122,-86.197029
26155,68122,42.951545,-84.146352
26157,52245,43.487902,-83.436618
26159,75677,42.28215,-86.306076
26161,367601,42.252217,-83.843423
26163,1749343,42.284664,-83.261953
26165,33631,44.331375,-85.570046
27001,15886,46.602446,-93.41976
27003,356921,45.27411,-93.242723
27005,34423,46.937629,-95.741757
27007,47188,47.879508,-95.00505
27009,40889,45.701225,-94.00144
27011,4991,45.419925,-96.402226
27013,67653,44.03371,-94.064012
27015,25008,44.246541,-94.733647
27017,35871,46.603818,-92.671044
27019,105089,44.82132,-93.800091
27021,29779,46.951745,-94.333705
27023,11800,45.028625,-95.564108
27025,56579,45.505444,-92.903849
27027,64222,46.898377,-96.494901
27029,8818,47.575873,-95.371117
27031,5463,47.758556,-90.344319
27033,11196,44.010639,-95.183152
27035,65055,46.491653,-94.070718
27037,429021,44.670893,-93.062481
27039,20934,44.020706,-92.869353
27041,38141,45.936835,-95.462155
27043,13653,43.676522,-93.947234
27045,21067,43.679187,-92.093937
27047,30281,43.674202,-93.350289
27049,46340,44.406178,-92.716
27051,5972,45.930743,-96.010699
27053,1265843,45.006121,-93.475228
27055,18600,43.66699,-91.501556
27057,21491,47.095551,-94.91329
27059,40596,45.562431,-93.296339
27061,45130,47.490817,-93.611102
27063,9846,43.671111,-95.149731
27065,16337,45.94776,-93.297788
27067,43199,45.152714,-95.004981
27069,4298,48.77604,-96.780349
27071,12229,48.245374,-93.782896
27073,6623,44.999856,-96.176836
27075,10641,47.517111,-91.411704
27077,3740,48.7681,-94.904633
27079,28887,44.373424,-93.730143
27081,5639,44.408238,-96.272032
27083,25474,44.409195,-95.847268
27085,35893,44.821657,-94.272323
27087,5527,47.328387,-95.811089
27089,9336,48.362728,-96.357761
27091,19683,43.677173,-94.547096
27093,23222,45.123155,-94.527346
27095,26277,45.929043,-93.632996
27097,33386,46.020484,-94.266619
27099,40062,43.666249,-92.759514
27101,8194,44.015594,-95.761581
27103,34274,44.35882,-94.245684
27105,21629,43.677686,-95.763132
27107,6375,47.329453,-96.463776
27109,158293,43.999499,-92.410098
27111,58746,46.405727,-95.714581
27113,14119,48.069247,-96.037725
27115,29579,46.10094,-92.763094
27117,9126,44.015361,-96.257015
27119,31364,47.774254,-96.400027
27121,11249,45.589623,-95.446705
27123,550321,45.015204,-93.099965
27125,4055,47.865487,-96.08718
27127,15170,44.403536,-95.254241
27129,14548,44.723697,-94.955617
27131,66972,44.350775,-93.298513
27133,9315,43.669587,-96.263238
27135,15165,48.761068,-95.821504
27137,199070,47.578635,-92.514585
27139,149013,44.651805,-93.533731
27141,97238,45.453176,-93.76913
27143,14865,44.575734,-94.230123
27145,161075,45.555235,-94.610482
27147,36649,44.015261,-93.220453
27149,9805,45.593461,-95.992315
27151,9266,45.27581,-95.690124
27153,24664,46.066569,-94.900576
27155,3259,45.769935,-96.474832
27157,21627,44.289634,-92.233454
27159,13682,46.586986,-94.988608
27161,18612,44.01846,-93.589844
27163,262440,45.037929,-92.890117
27165,10897,43.978109,-94.613798
27167,6207,46.362335,-96.476657
27169,50484,43.981353,-91.777044
27171,138377,45.175091,-93.966396
27173,9709,44.715736,-95.862756
28001,30693,31.486224,-91.351797
28003,36953,34.886569,-88.581109
28005,12297,31.203933,-90.795542
28007,18174,33.090468,-89.588622
28009,8259,34.809593,-89.200213
28011,30628,33.799139,-90.88412
28013,14361,33.936634,-89.337114
28015,9947,33.440795,-89.918887
28017,17103,33.933277,-88.947558
28019,8210,33.345964,-89.251332
28021,8988,31.97281,-90.915424
28023,15541,32.045374,-88.687976
28025,19316,33.65967,-88.782468
28027,22124,34.230316,-90.60401
28029,28065,31.866915,-90.448758
28031,18636,31.633331,-89.548897
28033,184945,34.874922,-89.991211
28035,74897,31.18858,-89.259447
28037,7713,31.477773,-90.895457
28039,24500,30.855431,-88.642268
28041,13586,31.212845,-88.634811
28043,20758,33.770031,-89.80274
28045,47632,30.391641,-89.482791
28047,208080,30.416536,-89.083376
28049,231840,32.267788,-90.466017
28051,17010,33.125942,-90.091197
28053,8064,33.130996,-90.523421
28055,1327,32.755539,-91.003535
28057,23390,34.281075,-88.363127
28059,143617,30.456005,-88.625101
28061,16383,32.016748,-89.119176
28063,6990,31.733633,-91.043878
28065,11128,31.564808,-89.827086
28067,68098,31.616601,-89.168532
28069,9742,32.750136,-88.625631
28071,54019,34.353078,-89.485385
28073,63343,31.197586,-89.506369
28075,74125,32.403998,-88.660449
28077,12586,31.550009,-90.10753
28079,22786,32.76063,-89.52225
28081,85436,34.29237,-88.682439
28083,28183,33.54979,-90.294934
28085,34153,31.535216,-90.453566
28087,58595,33.471424,-88.439723
28089,106272,32.63437,-90.03416
28091,24573,31.230167,-89.821712
28093,35294,34.76619,-89.504231
28095,35252,33.89003,-88.485038
28097,9775,33.500714,-89.639625
28099,29118,32.752518,-89.119274
28101,21018,32.40197,-89.118412
28103,10417,33.106606,-88.566152
28105,49587,33.422313,-88.876151
28107,34192,34.365205,-89.963065
28109,55535,30.774793,-89.586904
28111,11973,31.169307,-88.988755
28113,39288,31.177516,-90.397725
28115,32174,34.227081,-89.037239
28117,25126,34.620566,-88.522184
28119,6792,34.252833,-90.290171
28121,155271,32.267123,-89.946063
28123,28124,32.411959,-89.533486
28125,4321,32.892395,-90.827613
28127,26658,31.902505,-89.917709
28129,15916,32.019029,-89.494876
28131,18336,30.790184,-89.112297
28133,25110,33.605529,-90.59509
28135,13809,33.954529,-90.172243
28137,28321,34.649553,-89.943105
28139,22015,34.763618,-88.918819
28141,19383,34.738835,-88.234827
28143,9632,34.652201,-90.37177
28145,28815,34.489533,-89.002339
28147,14286,31.164492,-90.103431
28149,45381,32.356095,-90.852384
28151,43909,33.273174,-90.944446
28153,20183,31.642503,-88.678214
28155,9689,33.612061,-89.283961
28157,8630,31.161091,-91.324617
28159,17955,33.078724,-89.037391
28161,12108,34.030666,-89.703807
28163,29690,32.765675,-90.387928
29001,25343,40.190666,-92.603592
29003,17712,39.988863,-94.803551
29005,5143,40.431846,-95.437555
29007,25388,39.214481,-91.843418
29009,35789,36.699376,-93.834334
29011,11754,37.500799,-94.344089
29013,16172,38.257217,-94.339246
29015,19443,38.301036,-93.287942
29017,12133,37.318427,-90.024645
29019,180463,38.989861,-92.310202
29021,87364,39.660369,-94.808173
29023,42478,36.71518,-90.40313
29025,9020,39.658998,-93.979179
29027,44743,38.835547,-91.923446
29029,46305,38.026527,-92.765327
29031,78871,37.384141,-89.685658
29033,8679,39.427375,-93.500227
29035,5982,36.944858,-90.945705
29037,105780,38.646474,-94.354547
29039,14349,37.733655,-93.850014
29041,7426,39.517968,-92.96162
29043,88595,36.969739,-93.187614
29045,6797,40.407275,-91.729472
29047,249948,39.315551,-94.421502
29049,20387,39.608723,-94.395803
29051,76745,38.503233,-92.280027
29053,17709,38.847093,-92.810069
29055,23920,37.966559,-91.313936
29057,7561,37.43235,-93.854878
29059,16878,37.683583,-93.033815
29061,8278,39.962839,-93.970053
29063,12547,39.894665,-94.40719
29065,15573,37.603072,-91.489717
29067,13185,36.946517,-92.515892
29069,29131,36.153025,-90.062254
29071,103967,38.413003,-91.072832
29073,14706,38.441183,-91.50578
29075,6571,40.208127,-94.405321
29077,293086,37.258196,-93.340641
29079,9850,40.112541,-93.565054
29081,8352,40.34562,-93.992582
29083,21824,38.386491,-93.792628
29085,9544,37.93691,-93.322988
29087,4403,40.095724,-95.219072
29089,10001,39.143365,-92.695926
29091,40117,36.774369,-91.887368
29093,10125,37.625971,-90.699587
29095,703011,39.005364,-94.343211
29097,121328,37.205197,-94.337259
29099,225081,38.25763,-90.543681
29101,54062,38.741528,-93.811863
29103,3959,40.136856,-92.146835
29105,35723,37.659698,-92.594843
29107,32708,39.068705,-93.802639
29109,38355,37.10659,-93.830551
29111,9776,40.084559,-91.728803
29113,59013,39.062255,-90.962916
29115,11920,39.86444,-93.108019
29117,15227,39.778587,-93.548201
29119,22837,36.627955,-94.343716
29121,15117,39.829795,-92.56434
29123,12088,37.474481,-90.343413
29125,8697,38.162615,-91.923601
29127,28530,39.807538,-91.635379
29129,3617,40.421413,-93.567631
29131,25619,38.21668,-92.429876
29133,13180,36.826264,-89.295929
29135,16132,38.633037,-92.583642
29137,8644,39.49827,-92.006458
29139,11551,38.935184,-91.465427
29141,20627,38.420806,-92.874835
29143,17076,36.594261,-89.655948
29145,58236,36.908371,-94.335034
29147,22092,40.361136,-94.883146
29149,10529,36.68531,-91.401827
29151,13615,38.464253,-91.859504
29153,9174,36.64959,-92.458549
29155,15805,36.209916,-89.785942
29157,19136,37.71113,-89.802125
29159,42339,38.727367,-93.285207
29161,44573,37.866326,-91.790349
29163,18302,39.339959,-91.171607
29165,104418,39.37869,-94.761477
29167,32149,37.616761,-93.400817
29169,52607,37.824835,-92.207022
29171,4696,40.478606,-93.014531
29173,10309,39.553455,-91.524787
29175,24748,39.439249,-92.492959
29177,23018,39.308401,-93.995746
29179,6270,37.366464,-90.972282
29181,13288,36.65017,-90.874834
29183,402022,38.781102,-90.674915
29185,9397,38.04223,-93.77656
29186,17894,37.885845,-90.161531
29187,67215,37.810707,-90.473868
29189,994205,38.640688,-90.446073
29195,22761,39.13584,-93.204164
29197,4660,40.469361,-92.519016
29199,4902,40.447686,-92.142824
29201,38280,37.047793,-89.568098
29203,8166,37.152498,-91.391328
29205,5930,39.797531,-92.088719
29207,29025,36.851557,-89.947481
29209,31952,36.745822,-93.457842
29211,6089,40.209587,-93.109783
29213,55928,36.649827,-93.042819
29215,25398,37.314257,-91.964478
29217,20563,37.850196,-94.341597
29219,35649,38.761902,-91.159306
29221,24730,37.942611,-90.897018
29223,12873,37.111074,-90.453931
29225,39592,37.280804,-92.87608
29227,2013,40.480499,-94.419198
29229,18289,37.267633,-92.479989
29510,300576,38.635699,-90.244582
30001,9453,45.133863,-112.892869
30003,13319,45.407868,-107.518162
30005,6681,48.428282,-108.967648
30007,6237,46.329849,-111.497873
30009,10725,45.224468,-109.028554
30011,1252,45.516825,-104.515324
30013,81366,47.316575,-111.350262
30015,5635,47.886834,-110.4362
30017,11402,46.261414,-105.550352
30019,1690,48.794429,-105.541739
30021,8613,47.26613,-104.898271
30023,9140,46.094672,-113.141624
30025,2846,46.318184,-104.405718
30027,11050,47.221816,-109.232956
30029,103806,48.295422,-114.052059
30031,114434,45.518054,-111.163921
30033,1258,47.267184,-106.995991
30035,13753,48.705671,-112.990502
30037,821,46.380624,-109.174586
30039,3379,46.395955,-113.427356
30041,16484,48.631959,-110.106321
30043,12221,46.124232,-112.059428
30045,2007,47.032558,-110.30532
30047,30458,47.642901,-114.083687
30049,69432,47.132013,-112.373367
30051,2337,48.559654,-111.036924
30053,19980,48.552385,-115.463185
30055,1664,47.629628,-105.757222
30057,8600,45.32529,-111.913791
30059,1862,46.5857,-110.92174
30061,4397,47.129687,-115.085385
30063,119600,47.027263,-113.892691
30065,4633,46.505281,-108.439763
30067,16606,45.463081,-110.53493
