GEOID,2019_Population,INTPTLAT,INTPTLONG                                                                                                               
30069,487,47.141917,-108.226575
30071,3954,48.250143,-107.928897
30073,5911,48.228604,-112.220761
30075,1682,45.408926,-105.555344
30077,6890,46.844225,-112.9311
30079,1077,46.812384,-105.503994
30081,43806,46.077744,-114.105795
30083,10803,47.785633,-104.563408
30085,11004,48.282747,-104.99517
30087,8937,46.173206,-106.666792
30089,12113,47.756497,-115.180306
30091,3309,48.705523,-104.533913
30093,34915,45.896232,-112.660071
30095,9642,45.658545,-109.381576
30097,3737,45.811292,-109.944796
30099,6147,47.819035,-112.281725
30101,4736,48.645125,-111.733472
30103,696,46.229441,-107.285772
30105,7396,48.34985,-106.670424
30107,2126,46.496967,-109.857684
30109,969,46.962966,-104.274518
30111,161300,45.936987,-108.276656
31001,31363,40.520632,-98.500044
31003,6298,42.183225,-98.058037
31005,463,41.57193,-101.695917
31007,745,41.53975,-103.726263
31009,465,41.931945,-99.996407
31011,5192,41.703934,-98.070476
31013,10783,42.21038,-103.081779
31015,1919,42.894448,-98.773022
31017,2955,42.359562,-99.92392
31019,49659,40.855265,-99.074984
31021,6459,41.854179,-96.337746
31023,8016,41.226072,-97.132039
31025,26248,40.909878,-96.140609
31027,8402,42.60456,-97.25687
31029,3924,40.53039,-101.694192
31031,5689,42.571323,-101.047653
31033,8910,41.214236,-103.011929
31035,6203,40.523669,-98.050858
31037,10709,41.57496,-97.088945
31039,8846,41.915865,-96.788517
31041,10777,41.393893,-99.726866
31043,20026,42.391624,-96.561327
31045,8589,42.713038,-103.135436
31047,23595,40.86784,-99.815583
31049,1794,41.111903,-102.332609
31051,5636,42.485086,-96.855784
31053,36565,41.577008,-96.645852
31055,571327,41.297091,-96.154066
31057,1693,40.180165,-101.681133
31059,5462,40.52504,-97.596705
31061,2979,40.183203,-98.96208
31063,2627,40.530947,-100.406683
31065,4676,40.191865,-99.909663
31067,21513,40.255234,-96.683453
31069,1837,41.633364,-102.302985
31071,1969,41.906868,-98.951231
31073,1990,40.509095,-99.823206
31075,623,41.913957,-101.755965
31077,2356,41.567571,-98.530565
31079,61353,40.866027,-98.502664
31081,9324,40.872817,-98.022329
31083,3380,40.178766,-99.403418
31085,922,40.537234,-101.047963
31087,2762,40.176896,-101.044217
31089,10067,42.459287,-98.784766
31091,682,41.920317,-101.117324
31093,6445,41.216851,-98.513342
31095,7046,40.175736,-97.143103
31097,5071,40.394955,-96.265264
31099,6495,40.50912,-98.947602
31101,8034,41.194245,-101.644449
31103,806,42.87548,-99.718351
31105,3632,41.199274,-103.703153
31107,8332,42.634404,-97.891349
31109,319090,40.783547,-96.688658
31111,34914,41.050322,-100.744481
31113,748,41.542155,-100.443665
31115,664,41.903183,-99.509852
31117,494,41.648414,-101.120851
31119,35099,41.909929,-97.606856
31121,7755,41.16979,-98.031057
31123,4642,41.732204,-102.990594
31125,3519,41.402385,-97.991408
31127,6972,40.387389,-95.852721
31129,4148,40.176492,-98.046842
31131,16012,40.637992,-96.131027
31133,2613,40.137797,-96.245214
31135,2891,40.857646,-101.627468
31137,9034,40.516365,-99.406557
31139,7148,42.271413,-97.610992
31141,33470,41.576866,-97.513467
31143,5213,41.187925,-97.570663
31145,10724,40.16942,-100.468576
31147,7865,40.123743,-95.718603
31149,1357,42.394749,-99.420851
31151,14224,40.516802,-97.131755
31153,187196,41.115064,-96.109125
31155,21578,41.223388,-96.642097
31157,35618,41.850331,-103.701549
31159,17284,40.871944,-97.140383
31161,5246,42.512289,-102.36828
31163,3001,41.218743,-98.972849
31165,1166,42.470668,-103.73217
31167,5920,41.905045,-97.177109
31169,5003,40.173845,-97.596263
31171,722,41.85573,-100.524703
31173,7224,42.154061,-96.533943
31175,4158,41.564094,-98.983484
31177,20729,41.533973,-96.224577
31179,9385,42.210746,-97.126243
31181,3487,40.180646,-98.49859
31183,783,41.922575,-98.520853
31185,13679,40.873056,-97.596742
32001,24909,39.53771,-118.264166
32003,2266715,36.21413,-115.014398
32005,48905,38.905129,-119.609019
32007,52778,41.141133,-115.351424
32009,873,37.778966,-117.632382
32011,2029,39.977788,-116.272208
32013,16831,41.407914,-118.127591
32015,5532,39.90021,-117.04724
32017,5183,37.634605,-114.863037
32019,57510,39.022213,-119.197425
32021,4505,38.516647,-118.416279
32023,46523,37.965864,-116.459011
32027,6725,40.439639,-118.409477
32029,4123,39.438385,-119.524646
32031,471519,40.73132,-119.663269
32033,9580,39.418176,-114.900565
32510,55916,39.15306,-119.747368
33001,61303,43.519109,-71.425366
33003,48910,43.867774,-71.20156
33005,76085,42.92546,-72.248183
33007,31563,44.652548,-71.289431
33009,89886,43.926439,-71.842424
33011,417025,42.911532,-71.723055
33013,151391,43.299579,-71.680041
33015,309769,42.988664,-71.09908
33017,130633,43.293272,-71.035589
33019,43146,43.361188,-72.222084
34001,263670,39.469355,-74.633759
34003,932202,40.959698,-74.074727
34005,445349,39.875786,-74.663006
34007,506471,39.802407,-74.961249
34009,92039,39.085841,-74.846354
34011,149527,39.328434,-75.121628
34013,798975,40.7874,-74.246292
34015,291636,39.722875,-75.145679
34017,672391,40.731375,-74.078601
34019,124371,40.565283,-74.911969
34021,367430,40.282503,-74.703724
34023,825062,40.439621,-74.40743
34025,618795,40.287048,-74.152446
34027,491845,40.858896,-74.547292
34029,607186,39.865669,-74.258864
34031,501826,41.036655,-74.299408
34033,62385,39.573828,-75.357356
34035,328934,40.565527,-74.619938
34037,140488,41.137461,-74.691914
34039,556341,40.659871,-74.308696
34041,105267,40.853491,-75.009498
35001,679121,35.053628,-106.66908
35003,3527,33.901621,-108.391928
35005,64615,33.361604,-104.469837
35006,26675,34.928272,-107.99268
35007,11941,36.612964,-104.64011
35009,48954,34.572984,-103.346055
35011,1748,34.359273,-104.368696
35013,218195,32.349919,-106.834968
35015,58460,32.457835,-104.306434
35017,26998,32.732087,-108.381504
35019,4300,34.869782,-104.784968
35021,625,35.859352,-103.853424
35023,4198,31.898052,-108.751929
35025,71070,32.795687,-103.413271
35027,19572,33.740841,-105.449805
35028,19369,35.870047,-106.307968
35029,23709,32.184523,-107.747191
35031,71367,35.584062,-108.253294
35033,4521,35.982841,-104.921898
35035,67490,32.615599,-105.751308
35037,8253,35.107018,-103.548071
35039,38921,36.509669,-106.693983
35041,18500,34.021207,-103.483004
35043,146748,35.685091,-106.883119
35045,123958,36.511624,-108.324578
35047,27277,35.476859,-104.803519
35049,150358,35.514531,-105.963972
35051,10791,33.119468,-107.188161
35053,16637,33.991658,-106.939136
35055,32723,36.577183,-105.638878
35057,15461,34.554978,-105.890557
35059,4059,36.488085,-103.475723
35061,76688,34.71684,-106.806582
36001,305506,42.58824,-73.97401
36003,46091,42.247853,-78.026153
36005,1418207,40.848711,-73.852939
36007,190488,42.161977,-75.830283
36009,76117,42.239099,-78.662332
36011,76576,43.008546,-76.574587
36013,126903,42.304216,-79.407595
36015,83456,42.148697,-76.752471
36017,47207,42.478024,-75.602241
36019,80485,44.752712,-73.705643
36021,59461,42.247696,-73.626718
36023,47581,42.594039,-76.07624
36025,44135,42.193986,-74.966728
36027,294218,41.754825,-73.740014
36029,918702,42.752759,-78.778192
36031,36885,44.109601,-73.778431
36033,50022,44.594376,-74.31067
36035,53383,43.115609,-74.423678
36037,57280,43.00091,-78.192778
36039,47188,42.279821,-74.142025
36041,4416,43.657879,-74.502456
36043,61319,43.571009,-74.841097
36045,109834,43.996389,-76.052968
36047,2559903,40.635045,-73.95064
36049,26296,43.782681,-75.44414
36051,62914,42.729042,-77.778463
36053,70941,42.910026,-75.663575
36055,741770,43.250347,-77.700518
36057,49221,42.900891,-74.435357
36059,1356924,40.729612,-73.589414
36061,1628706,40.776642,-73.970187
36063,209281,43.272672,-78.812943
36065,228671,43.242727,-75.434282
36067,460528,43.006516,-76.196134
36069,109777,42.856357,-77.303497
36071,384940,41.40241,-74.306252
36073,40352,43.339906,-78.207028
36075,117124,43.461443,-76.209262
36077,59493,42.629776,-75.028841
36079,98320,41.427907,-73.743861
36081,2253858,40.654658,-73.841209
36083,158714,42.710421,-73.513845
36085,476143,40.561263,-74.1399
36087,325789,41.154628,-74.024662
36089,107740,44.488112,-75.074311
36091,229863,43.106135,-73.855387
36093,155299,42.817552,-74.043559
36095,30999,42.591294,-74.438172
36097,17807,42.419776,-76.938603
36099,34016,42.782294,-76.827088
36101,95379,42.266725,-77.385525
36103,1476601,40.943554,-72.692218
36105,75432,41.719993,-74.771577
36107,48203,42.178057,-76.297456
36109,102180,42.453006,-76.473483
36111,177573,41.947212,-74.265458
36113,63944,43.555105,-73.838139
36115,61204,43.312377,-73.439428
36117,89918,43.218114,-77.049402
36119,967506,41.152686,-73.745753
36121,39859,42.701363,-78.228567
36123,24913,42.638237,-77.104324
37001,169509,36.043954,-79.400573
37003,37497,35.920951,-81.177467
37005,11137,36.489356,-81.132299
37007,24446,34.974972,-80.109763
37009,27203,36.443469,-81.499334
37011,17557,36.07209,-81.920285
37013,46994,35.482313,-76.842014
37015,18947,36.059043,-76.962364
37017,32722,34.591938,-78.539489
37019,142820,34.038754,-78.227765
37021,261191,35.609371,-82.530423
37023,90485,35.746182,-81.70618
37025,216453,35.388346,-80.552728
37027,82178,35.966396,-81.51254
37029,10867,36.342344,-76.162488
37031,69473,34.858343,-76.53586
37033,22604,36.394298,-79.339609
37035,159551,35.661883,-81.214906
37037,74470,35.704994,-79.251454
37039,28612,35.13715,-84.061449
37041,13943,36.128979,-76.602752
37043,11231,35.052997,-83.752264
37045,97947,35.33463,-81.557114
37047,55508,34.261602,-78.639308
37049,102139,35.116829,-77.08132
37051,335509,35.050192,-78.828719
37053,27763,36.372174,-75.941224
37055,37009,35.606269,-75.767536
37057,167609,35.795131,-80.207107
37059,42846,35.929355,-80.542552
37061,58741,34.934403,-77.933543
37063,321488,36.033828,-78.878125
37065,51472,35.917077,-77.602742
37067,382295,36.132466,-80.256961
37069,69685,36.088241,-78.28309
37071,224529,35.293344,-81.177256
37073,11562,36.442135,-76.702355
37075,8441,35.348364,-83.830915
37077,60443,36.299884,-78.657634
37079,21069,35.481959,-77.681688
37081,537174,36.079065,-79.788665
37083,50010,36.251438,-77.644842
37085,135976,35.368635,-78.87161
37087,62317,35.558882,-82.981307
37089,117417,35.336415,-82.479741
37091,23677,36.363517,-76.981616
37093,55234,35.017233,-79.241964
37095,4937,35.408157,-76.153687
37097,181806,35.806251,-80.874524
37099,43938,35.285454,-83.123966
37101,209339,35.513419,-78.367348
37103,9419,35.032268,-77.356195
37105,61779,35.476336,-79.172117
37107,55949,35.240066,-77.635514
37109,86111,35.488491,-81.226893
37111,45756,35.682271,-82.048044
37113,35858,35.152959,-83.421901
37115,21755,35.864206,-82.712631
37117,22440,35.847301,-77.119602
37119,1110356,35.246862,-80.833832
37121,14964,36.013102,-82.163554
37123,27173,35.327548,-79.910752
37125,100880,35.308272,-79.492725
37127,94298,35.965945,-77.987555
37129,234473,34.183445,-77.864204
37131,19483,36.421774,-77.398352
37133,197938,34.763109,-77.499469
37135,148476,36.062525,-79.120033
37137,12726,35.147575,-76.665268
37139,39824,36.265199,-76.260691
37141,63060,34.512556,-77.888106
37143,13463,36.180897,-76.403244
37145,39490,36.386356,-78.96563
37147,180742,35.59249,-77.372739
37149,20724,35.277901,-82.167621
37151,143667,35.709915,-79.806215
37153,44829,35.004636,-79.755695
37155,130625,34.63921,-79.100881
37157,91010,36.381806,-79.782754
37159,142088,35.641355,-80.521721
37161,67029,35.402747,-81.919582
37163,63531,34.989298,-78.371261
37165,34823,34.840023,-79.477337
37167,62806,35.310449,-80.254374
37169,45591,36.393797,-80.269921
37171,71783,36.415416,-80.686463
37173,14271,35.568849,-83.465614
37175,34385,35.210103,-82.816666
37177,4016,35.87042,-76.165345
37179,239859,34.99182,-80.530426
37181,44535,36.365481,-78.405434
37183,1111761,35.789846,-78.650624
37185,19731,36.398105,-78.099899
37187,11580,35.844713,-76.572291
37189,56177,36.235368,-81.709888
37191,123131,35.35419,-78.00867
37193,68412,36.208883,-81.166095
37195,81801,35.700357,-77.921598
37197,37667,36.158765,-80.665164
37199,18069,35.889326,-82.303954
38001,2216,46.096815,-102.533198
38003,10415,46.94255,-98.070195
38005,6832,48.071743,-99.351152
38007,928,47.007044,-103.364016
38009,6282,48.794412,-100.831257
38011,3024,46.110144,-103.505943
38013,2115,48.786453,-102.520087
38015,95626,46.978829,-100.469533
38017,181923,46.927003,-97.252375
38019,3762,48.768439,-98.46379
38021,4872,46.107756,-98.496518
38023,2264,48.814754,-103.509326
38025,4424,47.354557,-102.612322
38027,2287,47.723436,-98.900474
38029,3241,46.284255,-100.237842
38031,3210,47.471431,-98.872876
38033,1761,46.938924,-103.844612
38035,69451,47.926003,-97.450851
38037,2274,46.357827,-101.639049
38039,2231,47.456334,-98.232286
38041,2499,46.435704,-102.454238
38043,2480,46.938273,-99.731198
38045,4046,46.464195,-98.526057
38047,1850,46.469278,-99.504585
38049,5745,48.233842,-100.633267
38051,2497,46.108682,-99.416487
38053,15024,47.742475,-103.403215
38055,9450,47.653206,-101.421914
38057,8187,47.307147,-101.833328
38059,31364,46.710819,-101.298265
38061,10545,48.210073,-102.364895
38063,2879,47.918667,-98.204428
38065,1959,47.118079,-101.33142
38067,6801,48.766896,-97.545405
38069,3975,48.238883,-99.966497
38071,11519,48.266163,-98.739031
38073,5218,46.449276,-97.647554
38075,2327,48.712781,-101.658152
38077,16177,46.265219,-96.93796
38079,14176,48.768271,-99.840463
38081,3898,46.108204,-97.630051
38083,1315,47.581359,-100.330986
38085,4230,46.110618,-101.061284
38087,750,46.445834,-103.462462
38089,31489,46.817031,-102.662026
38091,1890,47.451062,-97.71892
38093,20704,46.972223,-98.956123
38095,2189,48.682183,-99.248158
38097,8036,47.446215,-97.164754
38099,10641,48.376979,-97.72223
38101,67641,48.216686,-101.540537
38103,3834,47.580851,-99.682213
38105,37589,48.355765,-103.501333
39001,27698,38.834468,-83.478082
39003,102351,40.771627,-84.106103
39005,53484,40.843273,-82.270127
39007,97241,41.906637,-80.745592
39009,65327,39.332755,-82.045885
39011,45656,40.561309,-84.224018
39013,67006,40.017682,-80.967727
39015,43432,38.931377,-83.866772
39017,383134,39.439747,-84.565734
39019,26914,40.579884,-81.090787
39021,38885,40.132775,-83.767604
39023,134083,39.917032,-83.783676
39025,206428,39.052054,-84.149485
39027,41968,39.416681,-83.804583
39029,101883,40.770073,-80.778455
39031,36600,40.29671,-81.930109
39033,41494,40.848524,-82.924783
39035,1235072,41.555037,-81.604957
39037,51113,40.131467,-84.621191
39039,38087,41.321679,-84.486433
39041,209177,40.278941,-83.007462
39043,74266,41.394143,-82.586835
39045,157574,39.747694,-82.626685
39047,28525,39.555246,-83.461893
39049,1316756,39.969875,-83.009086
39051,42126,41.597264,-84.124267
39053,29898,38.817046,-82.301746
39055,93649,41.499322,-81.173505
39057,168937,39.687479,-83.894894
39059,38875,40.056665,-81.497875
39061,817473,39.196927,-84.544187
39063,75783,41.000217,-83.665947
39065,31365,40.660415,-83.664077
39067,15040,40.292318,-81.091565
39069,27006,41.331584,-84.0689
39071,43161,39.184422,-83.601359
39073,28264,39.490342,-82.483447
39075,43960,40.565597,-81.930001
39077,58266,41.14508,-82.594641
39079,32413,39.013477,-82.614142
39081,65325,40.399384,-80.763527
39083,62322,40.40362,-82.422393
39085,230149,41.778142,-81.19733
39087,59463,38.603866,-82.517186
39089,176862,40.091505,-82.483435
39091,45672,40.387553,-83.766343
39093,309833,41.438805,-82.179722
39095,428348,41.682321,-83.468903
39097,44731,39.89661,-83.400887
39099,228683,41.01088,-80.770396
39101,65093,40.588034,-83.168803
39103,179746,41.116174,-81.899764
39105,22907,39.089807,-82.028397
39107,41172,40.535333,-84.632059
39109,106987,40.053326,-84.228413
39111,13654,39.726253,-81.090983
39113,531687,39.753736,-84.290591
39115,14508,39.624946,-81.861697
39117,35328,40.525266,-82.797729
39119,86215,39.966046,-81.943506
39121,14424,39.767232,-81.452493
39123,40525,41.545495,-83.012613
39125,18672,41.118948,-84.582125
39127,36134,39.743187,-82.237952
39129,58457,39.648947,-83.052827
39131,27772,39.071341,-83.052911
39133,162466,41.16897,-81.196962
39135,40882,39.73881,-84.644758
39137,33861,41.024533,-84.129879
39139,121154,40.774159,-82.542781
39141,76666,39.323895,-83.059538
39143,58518,41.355319,-83.142776
39145,75314,38.814889,-82.998675
39147,55178,41.119992,-83.127547
39149,48590,40.33668,-84.204142
39151,370606,40.814131,-81.365667
39153,541013,41.121847,-81.534928
39155,197974,41.306374,-80.7704
39157,91987,40.447439,-81.471166
39159,58988,40.295901,-83.367042
39161,28275,40.85552,-84.585775
39163,13085,39.252042,-82.485961
39165,234602,39.425663,-84.16994
39167,59911,39.450676,-81.490636
39169,115710,40.829661,-81.887194
39171,36692,41.564959,-84.584324
39173,130817,41.360183,-83.622682
39175,21772,40.839782,-83.313681
40001,22194,35.898043,-94.651026
40003,5702,36.729703,-98.323445
40005,13758,34.392469,-96.036558
40007,5311,36.748334,-100.483056
40009,21859,35.270601,-99.690057
40011,9429,35.877795,-98.429031
40013,47995,33.964004,-96.265135
40015,28762,35.16792,-98.381045
40017,148306,35.543354,-97.979889
40019,48111,34.251848,-97.287927
40021,48657,35.904367,-94.996796
40023,14672,34.027699,-95.554079
40025,2137,36.74839,-102.517698
40027,284014,35.206376,-97.323088
40029,5495,34.582861,-96.288039
40031,120749,34.66263,-98.476612
40033,5666,34.290676,-98.373438
40035,14142,36.76389,-95.201553
40037,71522,35.907398,-96.380177
40039,29003,35.645601,-98.997386
40041,43009,36.393437,-94.808189
40043,4891,35.97796,-99.014385
40045,3859,36.224258,-99.750139
40047,61056,36.378132,-97.788741
40049,27711,34.70935,-97.312723
40051,55834,35.021058,-97.88689
40053,4333,36.788254,-97.788151
40055,5712,34.933853,-99.552968
40057,2653,34.745971,-99.844194
40059,3688,36.80035,-99.662805
40061,12627,35.232431,-95.109642
40063,13279,35.052934,-96.251183
40065,24530,34.594006,-99.412235
40067,6002,34.105082,-97.83889
40069,11085,34.313455,-96.654254
40071,43538,36.814885,-97.143862
40073,15765,35.949436,-97.934557
40075,8708,34.921489,-98.981617
40077,10073,34.875137,-95.272262
40079,49853,34.897356,-94.695074
40081,34877,35.703117,-96.881392
40083,48011,35.914277,-97.450952
40085,10253,33.957804,-97.245093
40087,40474,35.016436,-97.449803
40089,32832,34.117073,-94.766086
40091,19596,35.369108,-95.671787
40093,7629,36.313119,-98.542015
40095,16931,34.027007,-96.770533
40097,41100,36.303804,-95.235638
40099,14073,34.485766,-97.071557
40101,67997,35.617551,-95.383911
40103,11131,36.384901,-97.236335
40105,10076,36.789615,-95.613312
40107,11993,35.466804,-96.327762
40109,797434,35.554611,-97.409401
40111,38465,35.6435,-95.965947
40113,46963,36.624299,-96.408112
40115,31127,36.835764,-94.802681
40117,16376,36.313704,-96.696669
40119,81784,36.079225,-96.975255
40121,43654,34.92554,-95.74813
40123,38284,34.721415,-96.69178
40125,72592,35.211391,-96.957004
40127,11096,34.377899,-95.408082
40129,3583,35.708554,-99.741572
40131,92459,36.377794,-95.601383
40133,24258,35.158366,-96.602857
40135,41569,35.502435,-94.750757
40137,43143,34.481361,-97.855607
40139,19983,36.746317,-101.483855
40141,7250,34.371085,-98.931701
40143,651552,36.120318,-95.941813
40145,81289,35.963388,-95.514201
40147,51527,36.704403,-95.906253
40149,10916,35.289497,-98.991436
40151,8793,36.726984,-98.863649
40153,20211,36.425619,-99.273661
41001,16124,44.703427,-117.691933
41003,93053,44.493882,-123.424664
41005,418187,45.160493,-122.195127
41007,40224,46.024509,-123.705037
41009,52354,45.941932,-123.081079
41011,64487,43.18591,-124.094133
41013,24404,44.163054,-120.371585
41015,22925,42.466439,-124.210929
41017,197692,43.915118,-121.225575
41019,110980,43.286328,-123.154476
41021,1912,45.382955,-120.276246
41023,7199,44.496326,-119.014057
41025,7393,43.064449,-118.987169
41027,23382,45.511775,-121.655976
41029,220944,42.411621,-122.675611
41031,24658,44.645151,-121.178632
41033,87487,42.386983,-123.57162
41035,68238,42.683761,-121.646168
41037,7869,42.788401,-120.38979
41039,382067,43.928334,-122.897581
41041,49962,44.641061,-123.911212
41043,129749,44.488898,-122.537208
41045,30571,43.188625,-117.603191
41047,347818,44.900898,-122.57626
41049,11603,45.425496,-119.602311
41051,812855,45.547711,-122.417363
41053,86085,44.900372,-123.39864
41055,1780,45.399216,-120.678512
41057,27036,45.45589,-123.759299
41059,77950,45.5912,-118.73388
41061,26835,45.304081,-117.999149
41063,7208,45.593753,-117.18558
41065,26682,45.164536,-121.165069
41067,601592,45.553542,-123.097615
41069,1332,44.736415,-120.026861
41071,107100,45.247827,-123.316399
42001,103009,39.869471,-77.21773
42003,1216045,40.469757,-79.980451
42005,64735,40.81238,-79.464129
42007,163929,40.68414,-80.350721
42009,47888,39.998634,-78.494747
42011,421164,40.413957,-75.92686
42013,121829,40.498683,-78.309597
42015,60323,41.791504,-76.502123
42017,628270,40.336887,-75.10706
42019,187853,40.913847,-79.918978
42021,130192,40.510227,-78.710477
42023,4447,41.438291,-78.198323
42025,64182,40.918367,-75.705039
42027,162385,40.909128,-77.847877
42029,524989,39.974029,-75.749751
42031,38438,41.198159,-79.420369
42033,79255,41.006862,-78.477724
42035,38632,41.239508,-77.629009
42037,64964,41.045517,-76.40426
42039,84629,41.687876,-80.107795
42041,253370,40.164805,-77.263442
42043,278299,40.412565,-76.792634
42045,566747,39.916685,-75.398818
42047,29910,41.427332,-78.653937
42049,269728,42.117952,-80.096386
42051,129274,39.918907,-79.640119
42053,7247,41.513304,-79.249705
42055,155027,39.926772,-77.724521
42057,14530,39.91075,-78.122617
42059,36233,39.847707,-80.225655
42061,45144,40.422311,-77.968595
42063,84073,40.651432,-79.087545
42065,43425,41.138028,-79.012419
42067,24763,40.530673,-77.400438
42069,209674,41.436636,-75.608768
42071,545724,40.041992,-76.250198
42073,85512,40.992735,-80.334446
42075,141793,40.371448,-76.464819
42077,369318,40.614241,-75.590627
42079,317417,41.173078,-75.976053
42081,113299,41.343882,-77.055262
42083,40625,41.81459,-78.572463
42085,109424,41.300014,-80.252786
42087,46138,40.601615,-77.651832
42089,170271,41.05624,-75.329065
42091,830915,40.209999,-75.370201
42093,18230,41.029284,-76.665225
42095,305285,40.752791,-75.307447
42097,90843,40.851524,-76.709877
42099,46272,40.39778,-77.266328
42101,1584064,40.009376,-75.133346
42103,55809,41.325949,-75.031514
42105,16526,41.748587,-77.894436
42107,141359,40.703682,-76.217788
42109,40372,40.755407,-77.072929
42111,73447,39.981297,-79.028486
42113,6066,41.439285,-76.511717
42115,40328,41.819665,-75.800969
42117,40591,41.766859,-77.257288
42119,44923,40.962179,-77.055475
42121,50668,41.400714,-79.765813
42123,39191,41.834298,-79.298182
42125,206865,40.200005,-80.252132
42127,51361,41.646602,-75.292493
42129,348899,40.311068,-79.466688
42131,26794,41.525173,-76.008731
42133,449058,39.921751,-76.728889
44001,48479,41.70684,-71.286687
44003,164292,41.675118,-71.580282
44005,82082,41.501045,-71.283063
44007,638931,41.869768,-71.578625
44009,125577,41.396792,-71.620282
45001,24527,34.229041,-82.454058
45003,170872,33.550013,-81.632983
45005,8688,32.979757,-81.363265
45007,202558,34.521235,-82.638603
45009,14066,33.203021,-81.053161
45011,20866,33.260552,-81.434228
45013,192122,32.358112,-80.689422
45015,227907,33.2077,-79.953655
45017,14553,33.67478,-80.780347
45019,411406,32.800458,-79.94248
45021,57300,35.049796,-81.607647
45023,32244,34.689342,-81.161249
45025,45650,34.637018,-80.159227
45027,33745,33.664682,-80.217889
45029,37677,32.835018,-80.655244
45031,66618,34.332185,-79.962115
45033,30479,34.390172,-79.374964
45035,162809,33.082186,-80.404697
45037,27260,33.776498,-81.968245
45039,22347,34.395669,-81.127001
45041,138293,34.028535,-79.710233
45043,62680,33.417531,-79.296333
45045,523542,34.892645,-82.372077
45047,70811,34.155796,-82.127876
45049,19222,32.778334,-81.143822
45051,354081,33.909269,-78.976675
45053,30073,32.43059,-81.021627
45055,66551,34.338356,-80.590885
45057,98012,34.686818,-80.703688
45059,67493,34.483676,-82.005498
45061,16828,34.15864,-80.251209
45063,298750,33.899246,-81.266118
45065,9463,33.897599,-82.316196
45067,30657,34.08362,-79.354001
45069,26118,34.60167,-79.679435
45071,38440,34.289881,-81.599676
45073,79546,34.748766,-83.06154
45075,86175,33.436135,-80.802913
45077,126884,34.885368,-82.723377
45079,415759,34.029095,-80.898037
45081,20473,34.005278,-81.727903
45083,319785,34.932014,-81.991624
45085,106721,33.91614,-80.382376
45087,27316,34.690397,-81.615896
45089,30368,33.626462,-79.716474
45091,280979,34.970188,-81.183187
46003,2751,43.724719,-98.577587
46005,18453,44.418265,-98.279422
46007,3365,43.186912,-101.677181
46009,6901,42.985799,-97.884199
46011,35077,44.376675,-96.797797
46013,38839,45.589254,-98.352175
46015,5297,43.729873,-99.092909
46017,1962,44.044306,-99.203998
46019,10429,44.896226,-103.501436
46021,1376,45.785575,-100.002107
46023,9292,43.206185,-98.595143
46025,3736,44.855211,-97.724912
46027,14070,42.91615,-96.980468
46029,28009,44.966285,-97.198837
46031,4086,45.685671,-101.179665
46033,8972,43.684943,-103.46225
46035,19775,43.680439,-98.155868
46037,5424,45.355161,-97.58143
46039,4351,44.75629,-96.690239
46041,5892,45.148049,-100.837953
46043,2921,43.391506,-98.358433
46045,3829,45.41168,-99.205362
46047,6713,43.221619,-103.512609
46049,2299,45.065476,-99.153564
46051,7052,45.172637,-96.772261
46053,4185,43.175142,-99.206591
46055,1899,44.288097,-101.540856
46057,6164,44.680619,-97.178598
46059,3191,44.546713,-99.004575
46061,3453,43.680612,-97.796845
46063,1298,45.596611,-103.473871
46065,17526,44.384452,-99.975684
46067,7291,43.33671,-97.749383
46069,1301,44.537174,-99.472736
46071,3344,43.677506,-101.626323
46073,2013,44.06341,-98.62317
46075,903,43.951991,-100.686138
46077,4939,44.362969,-97.499313
46079,12797,44.02845,-97.123223
46081,25844,44.348514,-103.806362
46083,61128,43.27942,-96.722286
46085,3781,43.894812,-99.841925
46087,5586,43.680416,-97.358048
46089,2379,45.784249,-99.211421
46091,4935,45.737044,-97.58087
46093,28332,44.605282,-102.714169
46095,2061,43.58469,-100.760955
46097,2216,44.021541,-97.608122
46099,193134,43.667472,-96.795726
46101,6576,44.012429,-96.676054
46102,14177,43.333393,-102.561486
46103,113775,44.002349,-102.823801
46105,2865,45.483387,-102.467995
46107,2153,45.052713,-99.962003
46109,10394,45.623397,-96.947551
46111,2344,44.018942,-98.091709
46115,6376,44.923772,-98.339615
46117,3098,44.413984,-100.747822
46119,1391,44.722325,-100.131399
46121,10177,43.208794,-100.707664
46123,5441,43.349729,-99.876219
46125,8384,43.30867,-97.150185
46127,15932,42.831106,-96.650829
46129,5435,45.427605,-100.027856
46135,22814,43.006603,-97.388361
46137,2756,44.989764,-101.660827
47001,76978,36.116731,-84.195418
47003,49713,35.51366,-86.458294
47005,16160,36.070948,-88.071232
47007,15064,35.593561,-85.20591
47009,133088,35.688185,-83.922973
47011,108110,35.153914,-84.859414
47013,39842,36.401592,-84.159249
47015,14678,35.808394,-86.062404
47017,27767,35.965748,-88.452379
47019,56391,36.284744,-82.126593
47021,40667,36.255169,-87.100808
47023,17297,35.420253,-88.611353
47025,31959,36.501572,-83.660698
47027,7615,36.545749,-85.545717
47029,36004,35.916198,-83.119224
47031,56520,35.488765,-86.078202
47033,14230,35.818795,-89.132494
47035,60520,35.952398,-84.994761
47037,694144,36.169129,-86.78479
47039,11663,35.603136,-88.110292
47041,20490,35.982219,-85.833596
47043,53948,36.145533,-87.364155
47045,37159,36.054196,-89.398306
47047,41133,35.196993,-89.413803
47049,18523,36.369892,-84.937764
