Queue Number,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim Interconnection Service Agreement,Interim/Interconnection Service Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Queue Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Revised In Service Date,Actual In Service Date,Attachment Type,Alternate Queue,Sliding Queue
Z1-026 4566959,CIN-PJM,,N/A,N/A,Withdrawn,NRG Power Marketing LLC,40,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,6/7/2013,,,,6/30/2013,,,,,FF,No,
Z1-027 4566961,NIPS-PJM,,N/A,N/A,Confirmed,NRG Power Marketing LLC,124,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4566961_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4566961_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,6/7/2013,6/1/2017,6/1/2022,,,,,,,FF,No,
Z1-028 4566962,NIPS-PJM,,N/A,N/A,Withdrawn,NRG Power Marketing LLC,40,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,6/7/2013,,,,6/30/2013,,,,,FF,No,
Z1-029 4567977,CIN-PJM,,N/A,N/A,Annulled,"American Municipal Power, Inc.",59,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4567977_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4567977_ltf2.pdf,Executed Agreement and/or Study,,,,N/A,N/A,,,,,,6/11/2013,6/1/2016,6/1/2021,,2/21/2017,,,,,FF,No,
Z1-030,Bay Shore 138kV,,OH,Lucas,Withdrawn,ATSI,464,464,464,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1030_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,6/24/2013,N/A,N/A,,4/1/2014,Customer Initiated Withdrawal,6/1/2017,,,N,No,
Z1-031,Lake Nelson-Middlesex 230kV,,NJ,Unknown,Withdrawn,JCPL,56,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/z1031_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/z1031_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,6/25/2013,N/A,N/A,,12/5/2014,Customer Initiated Withdrawal,7/31/2014,,,S,No,
Z1-032 4571836,PJM-IPL,,N/A,N/A,Confirmed,Southern Indiana Gas &amp; Electric,50,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,4/1/2015,4/1/2020,,,,,,,FF,No,
Z1-033,Hudson 230kV,,NJ,Unknown,Withdrawn,PSEG,400,,,,Energy,Merchant Transmission,,DC,F/TIR 400; F/TWR 410,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,7/2/2013,N/A,N/A,,12/18/2013,Customer Initiated Withdrawal,10/30/2017,,,S,No,
Z1-034,Niles 138kV,,OH,Trumbull,Withdrawn,ATSI,217,217,217,,Capacity,Generation Interconnection,Natural Gas,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,7/3/2013,N/A,N/A,,7/31/2013,Customer Initiated Withdrawal,6/1/2017,,,N,No,
Z1-035,Lake Road 11.5 kV,,OH,Unknown,Withdrawn,ATSI,18,18,2.34,,Capacity,Generation Interconnection,Offshore Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1035_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1035_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Not Required,N/A,N/A,,7/5/2013,N/A,N/A,,2/7/2022,,9/30/2017,,,N,No,
Z1-036,WinFall-Chowan 230kV,Timbermill Wind Farm,NC,Perquimans,Suspended,Dominion,300.3,300.3,39,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1036_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1036_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1036_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_036_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_036_csa.pdf,Document Posted,N/A,N/A,,7/23/2013,N/A,N/A,12/31/2024,,,12/31/2021,12/31/2021,,N,No,
Z1-037,Krendale-Shanor Manor 138kV,,PA,Butler,Withdrawn,APS,43,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/z1037_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/z1037_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,7/25/2013,N/A,N/A,,5/6/2014,Customer Initiated Withdrawal,6/1/2017,,,S,No,
Z1-038,Florey Knob 34.5kV,Florey Knob Generating Station,PA,Wyoming,Withdrawn,PENELEC,19.9,19.9,19.9,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1038_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1038_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1038_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_038_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_038_csa.pdf,Document Posted,N/A,N/A,,8/1/2013,N/A,N/A,,2/21/2019,,3/31/2017,3/31/2017,,N,No,
Z1-039 4582175,AMIL-PJM,,N/A,N/A,Withdrawn,Dynegy Power Marketing LLC,260,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,8/6/2013,6/1/2017,6/1/2023,,,,,,,FF,No,
Z1-040 4582207,AMIL-PJM,,N/A,N/A,Withdrawn,Dynegy Power Marketing LLC,260,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,8/6/2013,1/1/2017,1/1/2022,,8/22/2013,,,,,FF,No,
Z1-041,Rock Springs 500kV,Rock Springs Units #1 & #2,MD,Cecil,In Service,Essential Power,327,2,2,2,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1041_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1041_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_041_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,8/14/2013,N/A,N/A,,,,6/1/2017,6/1/2017,5/28/2015,N,No,
Z1-042,Belleville/New Holland-Logan 46kV,,PA,Mifflin,Withdrawn,PENELEC,46,46,9.2,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1042_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1042_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,8/16/2013,N/A,N/A,,11/3/2014,Customer Initiated Withdrawal,12/31/2015,12/31/2015,,N,No,
Z1-043 4585350,AMIL-PJM,,N/A,N/A,Withdrawn,"Dynegy Power Marketing, LLC",260,260,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4585350_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4585350_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,8/22/2013,6/1/2017,6/1/2022,,10/18/2019,,,,,FF,No,
Z1-044 4586363,PJM-MECS,,N/A,N/A,Withdrawn,First Energy Solutions,894,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,8/27/2013,6/1/2016,6/1/2021,,,,,,,FF,No,
Z1-045 4586409,PJM-MECS,,N/A,N/A,Retracted,FirstEnergy Solutions Corp.,894,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4586409_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4586409_ltf2.pdf,Executed Agreement and/or Study,,Withdrawn,,N/A,N/A,,,,,,8/27/2013,6/1/2016,6/1/2021,,6/11/2014,,,,,FF,No,
Z1-046 4586438,TVA-PJM,,N/A,N/A,Confirmed,"Dynegy Power Marketing, LLC",240,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4586438_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4586438_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,8/27/2013,6/1/2017,6/1/2022,,,,,,,FF,No,
Z1-047,Albright,,PA,Mifflin,Withdrawn,PENELEC,464,464,464,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1047_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/28/2013,N/A,N/A,,4/23/2014,Customer Milestone Not Met,6/1/2017,,,N,No,
Z1-048,Rivesville,,WV,Marion,Withdrawn,APS,464,464,464,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1048_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/28/2013,N/A,N/A,,4/28/2014,Customer Initiated Withdrawal,6/1/2017,,,N,No,
Z1-049,Willow Island,,WV,Pleasants,Withdrawn,APS,464,464,464,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1049_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,8/28/2013,N/A,N/A,,4/23/2014,Customer Milestone Not Met,6/1/2017,,,N,No,
Z1-050,Kittatinny 230kV,Yards Creek Pumped Storage Hydro-electric Generating Station,NJ,Warren,In Service,JCPL,420,20,20,20,Capacity,Generation Interconnection,Hydro,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1050_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1050_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_050_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,8/29/2013,N/A,N/A,,,,3/1/2014,,5/1/2014,N,No,
Z1-051,D.C. Cook Unit 2,D.C. Cook Generating Plant Unit No. 2,MI,Berrien,In Service,AEP,1192,102,83,102,Capacity,Generation Interconnection,Nuclear,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1051_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1051_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_051_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,8/29/2013,N/A,N/A,,,,11/18/2016,11/18/2016,1/14/2017,N,No,
Z1-052,Burches Hill-Chalk Point 500kV,Keys Energy Center,MD,Prince George's,In Service,PEPCO,800,64.5,44.5,20,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1052_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1052_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_052_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_052_csa.pdf,Document Posted,N/A,N/A,,8/29/2013,N/A,N/A,,,,8/15/2018,8/15/2018,7/23/2018,N,No,
Z1-053,Monocacy 12.47 KV - Worman Mill Feeder,,MD,Frederick,Withdrawn,APS,0.3,0.3,0,20,Energy,Generation Interconnection,Solar,,,N/A,,Withdrawn,,,,,N/A,,N/A,,,N/A,N/A,,9/5/2013,N/A,N/A,,9/25/2013,Customer Initiated Withdrawal,4/15/2014,,,Y,No,
Z1-054,Byron-Cherry Valley,,IL,Ogle,Withdrawn,ComEd,26,,,,Energy,Merchant Transmission,,AC,,N/A,https://www.pjm.com/pub/planning/project-queues/merch-feas_docs/z1054_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/merch-impact-studies/z1054_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,9/6/2013,N/A,N/A,,4/9/2015,Customer Initiated Withdrawal,9/30/2014,,,S,No,
Z1-055,South Bend 500kV,South Bend Generating Station,PA,Armstrong,In Service,APS,714,10,10,10,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1055_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1055_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_055_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/11/2013,N/A,N/A,,,,6/1/2016,,1/31/2017,N,No,
Z1-056,South Bend 500kV,South Bend Generating Station,PA,Armstrong,In Service,APS,720,6,6,6,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1056_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1056_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_056_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/11/2013,N/A,N/A,,,,6/1/2016,,1/31/2017,N,No,
Z1-057,Reybold 138kV,"PBF Delaware City Refinery Units G3, G6 & G7",DE,New Castle,In Service,DPL,252,0,15.9,0,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1057_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1057_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_057_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/26/2013,N/A,N/A,,,,10/1/2013,,5/6/2014,N,No,
Z1-058,Linden 1 - 138kV,Linden Generating Station,NJ,Union,In Service,PSEG,491,23,36,23,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1058_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1058_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1058_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_058_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/26/2013,N/A,N/A,,,,9/30/2015,9/30/2015,8/29/2016,N,No,
Z1-059,Linden 2 - 230kV,Linden Generating Station,NJ,Union,In Service,PSEG,800,23,18,23,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1059_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1059_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1059_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_059_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,9/26/2013,N/A,N/A,,,,6/1/2017,6/1/2017,8/29/2016,N,No,
Z1-060 4593055,NYIS-PJM,,N/A,N/A,Withdrawn,"Brookfield Energy Marketing, Inc.",101,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4593055_ltf1.pdf,,,,,,,,N/A,N/A,,,,,,9/30/2013,6/1/2018,6/1/2023,,12/10/2013,,,,,FF,No,
Z1-061 4593064,NYIS-PJM,,N/A,N/A,Withdrawn,"Brookfield Energy Marketing, Inc.",61,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4593064_ltf1.pdf,,,,,,,,N/A,N/A,,,,,,9/30/2013,6/1/2018,6/1/2023,,12/10/2013,,,,,FF,No,
Z1-062 4593068,NYIS-PJM,,N/A,N/A,Withdrawn,"Brookfield Energy Marketing, Inc.",139,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4593068_ltf1.pdf,,,,,,,,N/A,N/A,,,,,,9/30/2013,6/1/2018,6/1/2023,,12/10/2013,,,,,FF,No,
Z1-063,Kirk 34.5kV,,OH,Licking,Withdrawn,AEP,6,6,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1063_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1063_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Not Required,N/A,N/A,,9/30/2013,N/A,N/A,,10/5/2016,Customer Milestone Not Met,12/31/2016,12/31/2016,,N,Yes,
Z1-064,Shannon 13.2kV,,OH,Franklin,Withdrawn,AEP,4,4,0,,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1064_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1064_imp.pdf,Document Posted,,Not Required,,Withdrawn,N/A,,Not Required,N/A,N/A,,9/30/2013,N/A,N/A,,10/5/2016,Customer Milestone Not Met,12/31/2016,12/31/2016,,N,Yes,
Z1-065,Wiley 34.5kV,Willey Energy Storage Project,OH,Hamilton,In Service,DEOK,6,6,0,6,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1065_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1065_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_065_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_065_csa.pdf,Document Posted,N/A,N/A,,9/30/2013,N/A,N/A,,,,11/30/2015,11/30/2015,12/1/2015,N,Yes,
Z1-066,Arnold 34.5kV,Green Mountain Battery,PA,Somerset,In Service,PENELEC,10.4,10.4,0,8,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1066_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1066_imp.pdf,Document Posted,,Not Required,N/A,Wholesale Market Participation Agreement,https://www.pjm.com/pub/planning/project-queues/wmpa/z1066_wmpa.pdf,,Not Required,N/A,N/A,,9/30/2013,N/A,N/A,,,,3/1/2016,3/1/2016,12/30/2015,N,No,
Z1-067 4593370,DUK-PJM,,N/A,N/A,Confirmed,North Carolina Electric Membership Corporation,50,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4593370_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4593370_ltf2.pdf,Executed Agreement and/or Study,,,,N/A,N/A,,,,,,10/1/2013,6/1/2017,6/1/2022,,,,,,,FF,No,
Z1-068,Birdneck 34.5kV,,VA,City of Virginia Beach,In Service,Dominion,12,12,1.5,12,Capacity,Generation Interconnection,Offshore Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1068_fea.pdf,Document Posted,,Not Required,,Not Required,N/A,Wholesale Market Participation Agreement,https://www.pjm.com/pub/planning/project-queues/wmpa/z1068_wmpa.pdf,,Not Required,N/A,N/A,,10/10/2013,N/A,N/A,12/31/2020,,,12/31/2020,12/31/2020,9/26/2020,N,Yes,
Z1-069,Gold-Sabinsville 115kV,Big Level Wind Farm,PA,Potter,In Service,PENELEC,70,70,13.3,70,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1069_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1069_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1069_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_069_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_069_csa.pdf,Document Posted,N/A,N/A,,10/24/2013,N/A,N/A,8/22/2019,,,10/31/2019,10/31/2019,11/20/2019,N,No,
Z1-070 4598661,AMIL-PJM,,N/A,N/A,Retracted,Exelon Generation Company LLC,1045,1045,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4598661_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4598661_ltf2.pdf,Executed Agreement and/or Study,https://www.pjm.com/pub/planning/project-queues/ltf-phase-3/4598661_ltf3.pdf,Executed Agreement and/or Study,,N/A,N/A,,Withdrawn,,Withdrawn,,10/25/2013,6/1/2017,6/1/2022,,6/28/2016,,,,,FF,No,
Z1-071 4598677,TVA-PJM,,N/A,N/A,Confirmed,"Pentacles Electric, LLLP",82,,,,Energy,Long-Term Firm Transmission,,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-1/4598677_ltf1.pdf,,,https://www.pjm.com/pub/planning/project-queues/ltf-phase-2/4598677_ltf2.pdf,Executed Agreement and/or Study,,Not Required,,N/A,N/A,,,,,,10/25/2013,6/1/2017,6/1/2022,,,,,,,FF,No,
Z1-072,Crescent Ridge,Crescent Ridge Wind Farm,IL,Bureau,In Service,ComEd,54.5,0,9.7,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1072_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1072_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1072_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_072_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,10/28/2013,N/A,N/A,,,,12/31/2014,12/31/2014,6/1/2016,N,No,
Z1-073,Mendota Hills,,IL,Lee,In Service,ComEd,50.4,0,5.2,0,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1073_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1073_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1073_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_073_isa.pdf,Document Posted,N/A,,Not Required,N/A,N/A,,10/28/2013,N/A,N/A,,,,12/31/2014,12/31/2014,8/5/2015,N,No,
Z1-074,Garrett-Jenning 34.5kV,,MD,Garrett,Withdrawn,APS,20,20,2.6,,Capacity,Generation Interconnection,Wind,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1074_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/28/2013,N/A,N/A,,4/23/2014,Customer Milestone Not Met,12/18/2015,,,N,No,
Z1-075 4599518,,,N/A,N/A,Withdrawn,,,,,,Energy,Long-Term Firm Transmission,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,FF,No,
Z1-076,Stockton 1 69kV,,MD,Worcester,Withdrawn,DPL,14,14,5.32,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1076_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1076_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,10/30/2013,N/A,N/A,,7/25/2017,Customer Initiated Withdrawal,6/30/2018,6/30/2018,,N,No,
Z1-077,Stockton 2 69kV,,MD,Worcester,Withdrawn,DPL,10,10,3.8,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1077_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1077_imp.pdf,Document Posted,,Withdrawn,N/A,,N/A,,,N/A,N/A,,10/30/2013,N/A,N/A,,7/25/2017,Customer Initiated Withdrawal,6/30/2018,6/30/2018,,N,No,
Z1-078,Broadford-Jackson Ferry Phase II 765kV,,VA,Unknown,Withdrawn,AEP,777,777,777,,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1078_fea.pdf,Document Posted,,Withdrawn,,,N/A,,N/A,,,N/A,N/A,,10/30/2013,N/A,N/A,,11/10/2014,Customer Initiated Withdrawal,6/15/2018,,,N,No,
Z1-079,Todhunter-Foster 345kV,Middletown Energy Center,OH,Butler,In Service,DEOK,513,513,513,513,Capacity,Generation Interconnection,Natural Gas,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1079_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1079_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1079_fac.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/isa/z1_079_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_079_csa.pdf,Document Posted,N/A,N/A,,10/30/2013,N/A,N/A,,,,6/1/2018,,2/6/2018,N,No,
Z1-080,Clinton County 34.5kV,Clinton County Energy Storage Project,OH,Clinton,In Service,DEOK,6,6,0,6,Energy,Generation Interconnection,Storage,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1080_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1080_fea.pdf,Document Posted,,Not Required,https://www.pjm.com/pub/planning/project-queues/isa/z1_080_isa.pdf,Document Posted,N/A,https://www.pjm.com/pub/planning/project-queues/csa/z1_080_csa.pdf,Document Posted,N/A,N/A,,10/30/2013,N/A,N/A,,,,10/31/2016,10/31/2016,8/29/2016,N,Yes,
Z1-081,Church 25kV,Sunfish Solar Project,MD,Queen Anne's,Withdrawn,DPL,6,6,2.28,,Capacity,Generation Interconnection,Solar,,,N/A,https://www.pjm.com/pub/planning/project-queues/feas_docs/z1081_fea.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/impact_studies/z1081_imp.pdf,Document Posted,https://www.pjm.com/pub/planning/project-queues/facilities/z1081_fac.pdf,Document Posted,N/A,Wholesale Market Participation Agreement,https://www.pjm.com/pub/planning/project-queues/wmpa/z1081_wmpa.pdf,,Not Required,N/A,N/A,,10/30/2013,N/A,N/A,,3/3/2017,Customer Initiated Withdrawal,7/15/2017,7/15/2017,,N,Yes,
