Model,Type,Stage,Unit,CO2,"CO2 (VOC, CO, CO2)",CH4,N2O,GHG,VOC,CO,NOx,PM10,PM2.5,SOx,BC,OC
BEV300_NMC811,Fixed,Battery.Co.Prod,g,217156.9718,217500.9084,530.8063404,5.11703091,234781.1118,42.0180362,135.5330122,246.0425932,25.3271429,17.73429993,981.1600711,2.025330021,5.403014877
BEV300_NMC811,Fixed,Battery.Remainder,g,-561555.7395,-545409.6164,1264.539571,-221.1088513,-495217.7774,39.25291295,-1602.031683,-3555.250451,-1821.507308,-577.0100653,-165944.9773,-21.20945534,-26.76688831
BEV300_NMC811,Fixed,Battery.Total,g,4553786.287,4561829.849,10966.25931,98.95783118,4986634.422,1111.111053,2914.926784,6493.924365,1880.496858,1088.639734,24879.06557,47.23691188,106.6192907
BEV300_NMC811,Fixed,Car.Cu.Mine,g,20742.33622,20782.48426,37.92498465,0.28049917,21994.56607,2.668728151,20.25577222,19.2035415,6.899539124,3.450359633,7.132395967,0.065557285,0.25481381
BEV300_NMC811,Fixed,Car.Cu.Prod,g,244444.2918,244833.5579,528.3870957,6.015647345,262279.3173,29.73721755,188.7359355,271.6829325,33.30453228,20.80220525,13910.73592,4.288655741,4.438556386
BEV300_NMC811,Fixed,Car.Remainder,g,6174794.763,6402158.148,16208.08196,149.875438,7058858.978,61103.78836,23496.61034,6442.86377,2955.347975,1421.224438,17673.67533,37.64160014,90.69000947
BEV300_NMC811,Fixed,Total,g,10993767.68,11229604.04,27740.65334,255.1294157,12329767.28,62247.30536,26620.52883,13227.67461,4876.048904,2534.116737,56470.60921,89.23272505,202.0026703
BEV300_LFP,Fixed,Battery.Cu.Mine,g,13470.07804,13496.15018,24.62849399,0.182156227,14283.2764,1.733072691,13.15410326,12.47078439,4.480562336,2.24066436,4.631779626,0.042572917,0.165476149
BEV300_LFP,Fixed,Battery.Cu.Prod,g,158742.1808,158994.9703,343.1347047,3.906562806,170324.2506,19.3113561,122.5651611,176.4309605,21.62797113,13.508957,9033.63519,2.785054051,2.882399565
BEV300_LFP,Fixed,Battery.Li.Prod,g,915678.5658,917120.7765,1415.266115,8.733708142,961893.1926,150.0686547,620.1342987,1269.569252,229.0923206,160.5592403,1244.620955,14.61145373,28.99269266
BEV300_LFP,Fixed,Battery.Graphite.Prod,g,684556.1557,685398.1825,1575.21902,14.97481312,736623.0786,167.9065662,202.8205873,2028.649461,804.7850931,401.3166952,11098.23386,2.97548047,6.057251581
BEV300_LFP,Fixed,Battery.Ni.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0
BEV300_LFP,Fixed,Battery.Ni.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0
BEV300_LFP,Fixed,Battery.Mn.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0
BEV300_LFP,Fixed,Battery.Co.Mine,g,0,0,0,0,0,0,0,0,0,0,0,0,0
BEV300_LFP,Fixed,Battery.Co.Prod,g,0,0,0,0,0,0,0,0,0,0,0,0,0
BEV300_LFP,Fixed,Battery.Remainder,g,3371340.809,3377854.958,9016.067363,83.99555423,3749271.319,914.3702051,2331.866672,3848.709885,1059.436922,649.8813741,6682.37697,32.9591811,82.36890439
BEV300_LFP,Fixed,Battery.Total,g,5143787.789,5152865.037,12374.3157,111.7927945,5632395.118,1253.389855,3290.540823,7335.830342,2119.42287,1227.506931,28063.49876,53.37374227,120.4667243
BEV300_LFP,Fixed,Car.Cu.Mine,g,22206.59171,22249.5739,40.60220801,0.300300337,23547.21973,2.857120616,21.6856799,20.55916947,7.386595545,3.693929498,7.63589036,0.070185145,0.27280178
BEV300_LFP,Fixed,Car.Cu.Prod,g,261700.2505,262116.9958,565.6873158,6.440307545,280794.2968,31.83644513,202.0592963,290.8617377,35.65558589,22.27068705,14892.73097,4.59140311,4.751885632
