datetime_beginning_utc,datetime_beginning_ept,area,wind_generation_mw
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,MIDATL,771.132
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,SOUTH,261.857
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,WEST,4408.117
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,RTO,5441.106
1/1/2020 4:00:00 AM,12/31/2019 11:00:00 PM,RFC,5179.249
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,MIDATL,763.320
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,SOUTH,260.096
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,WEST,4648.179
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,RTO,5671.595
1/1/2020 3:00:00 AM,12/31/2019 10:00:00 PM,RFC,5411.499
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,MIDATL,784.608
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,SOUTH,249.813
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,WEST,4770.919
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,RTO,5805.340
1/1/2020 2:00:00 AM,12/31/2019 9:00:00 PM,RFC,5555.527
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,MIDATL,765.342
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,SOUTH,240.950
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,WEST,4889.071
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,RTO,5895.363
1/1/2020 1:00:00 AM,12/31/2019 8:00:00 PM,RFC,5654.413
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,MIDATL,749.716
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,SOUTH,170.977
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,WEST,4738.459
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,RTO,5659.152
1/1/2020 12:00:00 AM,12/31/2019 7:00:00 PM,RFC,5488.175
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,MIDATL,775.851
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,SOUTH,146.078
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,WEST,4551.133
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,RTO,5473.062
12/31/2019 11:00:00 PM,12/31/2019 6:00:00 PM,RFC,5326.984
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,MIDATL,749.258
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,SOUTH,150.887
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,WEST,5001.610
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,RTO,5901.755
12/31/2019 10:00:00 PM,12/31/2019 5:00:00 PM,RFC,5750.868
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,MIDATL,669.273
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,SOUTH,189.308
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,WEST,5494.073
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,RTO,6352.654
12/31/2019 9:00:00 PM,12/31/2019 4:00:00 PM,RFC,6163.346
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,MIDATL,597.459
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,SOUTH,244.275
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,WEST,5740.239
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,RTO,6581.973
12/31/2019 8:00:00 PM,12/31/2019 3:00:00 PM,RFC,6337.698
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,MIDATL,472.229
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,SOUTH,264.915
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,WEST,5938.314
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,RTO,6675.458
12/31/2019 7:00:00 PM,12/31/2019 2:00:00 PM,RFC,6410.543
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,MIDATL,471.204
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,SOUTH,238.130
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,WEST,6007.276
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,RTO,6716.610
12/31/2019 6:00:00 PM,12/31/2019 1:00:00 PM,RFC,6478.480
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,MIDATL,442.261
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,SOUTH,160.523
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,WEST,6088.877
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,RTO,6691.661
12/31/2019 5:00:00 PM,12/31/2019 12:00:00 PM,RFC,6531.138
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,MIDATL,430.691
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,SOUTH,104.400
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,WEST,6315.795
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,RTO,6850.886
12/31/2019 4:00:00 PM,12/31/2019 11:00:00 AM,RFC,6746.486
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,MIDATL,420.752
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,SOUTH,80.384
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,WEST,6433.171
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,RTO,6934.307
12/31/2019 3:00:00 PM,12/31/2019 10:00:00 AM,RFC,6853.923
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,MIDATL,516.202
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,SOUTH,116.265
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,WEST,6626.630
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,RTO,7259.097
12/31/2019 2:00:00 PM,12/31/2019 9:00:00 AM,RFC,7142.832
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,MIDATL,543.595
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,SOUTH,168.313
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,WEST,6682.250
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,RTO,7394.158
12/31/2019 1:00:00 PM,12/31/2019 8:00:00 AM,RFC,7225.845
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,MIDATL,438.746
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,SOUTH,184.820
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,WEST,6575.796
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,RTO,7199.362
12/31/2019 12:00:00 PM,12/31/2019 7:00:00 AM,RFC,7014.542
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,MIDATL,379.736
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,SOUTH,189.120
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,WEST,6626.789
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,RTO,7195.645
12/31/2019 11:00:00 AM,12/31/2019 6:00:00 AM,RFC,7006.525
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,MIDATL,250.427
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,SOUTH,207.365
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,WEST,6548.709
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,RTO,7006.501
12/31/2019 10:00:00 AM,12/31/2019 5:00:00 AM,RFC,6799.136
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,MIDATL,224.845
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,SOUTH,183.864
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,WEST,6599.543
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,RTO,7008.252
12/31/2019 9:00:00 AM,12/31/2019 4:00:00 AM,RFC,6824.388
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,MIDATL,203.111
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,SOUTH,199.865
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,WEST,6442.409
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,RTO,6845.385
12/31/2019 8:00:00 AM,12/31/2019 3:00:00 AM,RFC,6645.520
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,MIDATL,160.603
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,SOUTH,185.669
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,WEST,6457.470
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,RTO,6803.742
12/31/2019 7:00:00 AM,12/31/2019 2:00:00 AM,RFC,6618.073
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,MIDATL,224.552
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,SOUTH,183.942
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,WEST,6439.072
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,RTO,6847.566
12/31/2019 6:00:00 AM,12/31/2019 1:00:00 AM,RFC,6663.624
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,MIDATL,255.707
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,SOUTH,198.008
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,WEST,6451.019
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,RTO,6904.734
12/31/2019 5:00:00 AM,12/31/2019 12:00:00 AM,RFC,6706.726
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,MIDATL,331.243
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,SOUTH,187.812
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,WEST,6497.281
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,RTO,7016.336
12/31/2019 4:00:00 AM,12/30/2019 11:00:00 PM,RFC,6828.524
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,MIDATL,317.241
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,SOUTH,167.049
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,WEST,6454.249
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,RTO,6938.539
12/31/2019 3:00:00 AM,12/30/2019 10:00:00 PM,RFC,6771.490
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,MIDATL,333.323
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,SOUTH,165.475
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,WEST,6442.049
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,RTO,6940.847
12/31/2019 2:00:00 AM,12/30/2019 9:00:00 PM,RFC,6775.372
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,MIDATL,353.994
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,SOUTH,206.489
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,WEST,6496.518
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,RTO,7057.001
12/31/2019 1:00:00 AM,12/30/2019 8:00:00 PM,RFC,6850.512
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,MIDATL,304.075
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,SOUTH,194.540
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,WEST,6451.012
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,RTO,6949.627
12/31/2019 12:00:00 AM,12/30/2019 7:00:00 PM,RFC,6755.087
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,MIDATL,305.179
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,SOUTH,189.743
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,WEST,6492.277
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,RTO,6987.199
12/30/2019 11:00:00 PM,12/30/2019 6:00:00 PM,RFC,6797.456
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,MIDATL,326.056
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,SOUTH,193.825
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,WEST,6534.518
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,RTO,7054.399
12/30/2019 10:00:00 PM,12/30/2019 5:00:00 PM,RFC,6860.574
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,MIDATL,358.133
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,SOUTH,215.322
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,WEST,6553.826
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,RTO,7127.281
12/30/2019 9:00:00 PM,12/30/2019 4:00:00 PM,RFC,6911.959
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,MIDATL,460.037
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,SOUTH,238.464
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,WEST,6641.521
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,RTO,7340.022
12/30/2019 8:00:00 PM,12/30/2019 3:00:00 PM,RFC,7101.558
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,MIDATL,582.233
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,SOUTH,270.108
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,WEST,6724.299
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,RTO,7576.640
12/30/2019 7:00:00 PM,12/30/2019 2:00:00 PM,RFC,7306.532
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,MIDATL,566.751
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,SOUTH,255.033
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,WEST,6733.361
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,RTO,7555.145
12/30/2019 6:00:00 PM,12/30/2019 1:00:00 PM,RFC,7300.112
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,MIDATL,596.906
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,SOUTH,238.935
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,WEST,6857.497
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,RTO,7693.338
12/30/2019 5:00:00 PM,12/30/2019 12:00:00 PM,RFC,7454.403
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,MIDATL,535.262
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,SOUTH,266.852
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,WEST,6840.130
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,RTO,7642.244
12/30/2019 4:00:00 PM,12/30/2019 11:00:00 AM,RFC,7375.392
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,MIDATL,701.825
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,SOUTH,269.098
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,WEST,6678.908
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,RTO,7649.831
12/30/2019 3:00:00 PM,12/30/2019 10:00:00 AM,RFC,7380.733
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,MIDATL,728.529
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,SOUTH,249.948
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,WEST,6581.241
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,RTO,7559.718
12/30/2019 2:00:00 PM,12/30/2019 9:00:00 AM,RFC,7309.770
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,MIDATL,684.771
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,SOUTH,248.616
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,WEST,6574.716
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,RTO,7508.103
12/30/2019 1:00:00 PM,12/30/2019 8:00:00 AM,RFC,7259.487
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,MIDATL,738.471
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,SOUTH,278.057
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,WEST,6338.416
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,RTO,7354.944
12/30/2019 12:00:00 PM,12/30/2019 7:00:00 AM,RFC,7076.887
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,MIDATL,804.199
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,SOUTH,235.199
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,WEST,5749.593
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,RTO,6788.991
12/30/2019 11:00:00 AM,12/30/2019 6:00:00 AM,RFC,6553.792
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,MIDATL,812.389
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,SOUTH,207.041
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,WEST,5465.342
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,RTO,6484.772
12/30/2019 10:00:00 AM,12/30/2019 5:00:00 AM,RFC,6277.731
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,MIDATL,806.387
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,SOUTH,233.567
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,WEST,4842.262
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,RTO,5882.216
12/30/2019 9:00:00 AM,12/30/2019 4:00:00 AM,RFC,5648.649
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,MIDATL,807.871
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,SOUTH,249.676
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,WEST,4482.235
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,RTO,5539.782
12/30/2019 8:00:00 AM,12/30/2019 3:00:00 AM,RFC,5290.106
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,MIDATL,809.187
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,SOUTH,263.255
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,WEST,4909.259
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,RTO,5981.701
12/30/2019 7:00:00 AM,12/30/2019 2:00:00 AM,RFC,5718.446
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,MIDATL,794.735
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,SOUTH,257.312
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,WEST,4226.234
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,RTO,5278.281
12/30/2019 6:00:00 AM,12/30/2019 1:00:00 AM,RFC,5020.969
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,MIDATL,770.107
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,SOUTH,222.034
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,WEST,4146.208
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,RTO,5138.349
12/30/2019 5:00:00 AM,12/30/2019 12:00:00 AM,RFC,4916.315
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,MIDATL,755.185
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,SOUTH,222.189
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,WEST,3192.020
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,RTO,4169.394
12/30/2019 4:00:00 AM,12/29/2019 11:00:00 PM,RFC,3947.205
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,MIDATL,747.421
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,SOUTH,234.638
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,WEST,3628.129
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,RTO,4610.188
12/30/2019 3:00:00 AM,12/29/2019 10:00:00 PM,RFC,4375.550
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,MIDATL,761.584
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,SOUTH,231.636
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,WEST,3988.021
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,RTO,4981.241
12/30/2019 2:00:00 AM,12/29/2019 9:00:00 PM,RFC,4749.605
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,MIDATL,762.857
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,SOUTH,206.630
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,WEST,4453.265
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,RTO,5422.752
12/30/2019 1:00:00 AM,12/29/2019 8:00:00 PM,RFC,5216.122
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,MIDATL,744.197
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,SOUTH,197.426
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,WEST,4305.269
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,RTO,5246.892
12/30/2019 12:00:00 AM,12/29/2019 7:00:00 PM,RFC,5049.466
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,MIDATL,722.403
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,SOUTH,196.392
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,WEST,4111.341
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,RTO,5030.136
12/29/2019 11:00:00 PM,12/29/2019 6:00:00 PM,RFC,4833.744
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,MIDATL,708.578
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,SOUTH,133.798
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,WEST,3507.949
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,RTO,4350.325
12/29/2019 10:00:00 PM,12/29/2019 5:00:00 PM,RFC,4216.527
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,MIDATL,685.994
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,SOUTH,83.425
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,WEST,3369.867
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,RTO,4139.286
12/29/2019 9:00:00 PM,12/29/2019 4:00:00 PM,RFC,4055.861
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,MIDATL,675.682
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,SOUTH,56.044
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,WEST,3002.886
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,RTO,3734.612
12/29/2019 8:00:00 PM,12/29/2019 3:00:00 PM,RFC,3678.568
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,MIDATL,733.021
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,SOUTH,60.391
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,WEST,3232.817
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,RTO,4026.229
12/29/2019 7:00:00 PM,12/29/2019 2:00:00 PM,RFC,3965.838
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,MIDATL,754.310
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,SOUTH,76.223
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,WEST,3812.661
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,RTO,4643.194
12/29/2019 6:00:00 PM,12/29/2019 1:00:00 PM,RFC,4566.971
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,MIDATL,751.487
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,SOUTH,91.886
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,WEST,4678.259
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,RTO,5521.632
12/29/2019 5:00:00 PM,12/29/2019 12:00:00 PM,RFC,5429.746
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,MIDATL,601.429
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,SOUTH,77.036
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,WEST,4812.778
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,RTO,5491.243
12/29/2019 4:00:00 PM,12/29/2019 11:00:00 AM,RFC,5414.207
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,MIDATL,495.562
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,SOUTH,76.564
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,WEST,5301.455
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,RTO,5873.581
12/29/2019 3:00:00 PM,12/29/2019 10:00:00 AM,RFC,5797.017
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,MIDATL,463.043
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,SOUTH,92.915
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,WEST,5390.490
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,RTO,5946.448
12/29/2019 2:00:00 PM,12/29/2019 9:00:00 AM,RFC,5853.533
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,MIDATL,423.884
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,SOUTH,113.202
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,WEST,5340.973
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,RTO,5878.059
12/29/2019 1:00:00 PM,12/29/2019 8:00:00 AM,RFC,5764.857
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,MIDATL,373.225
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,SOUTH,94.972
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,WEST,4869.263
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,RTO,5337.460
12/29/2019 12:00:00 PM,12/29/2019 7:00:00 AM,RFC,5242.488
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,MIDATL,323.256
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,SOUTH,88.023
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,WEST,4542.022
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,RTO,4953.301
12/29/2019 11:00:00 AM,12/29/2019 6:00:00 AM,RFC,4865.278
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,MIDATL,254.267
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,SOUTH,76.560
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,WEST,4727.288
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,RTO,5058.115
12/29/2019 10:00:00 AM,12/29/2019 5:00:00 AM,RFC,4981.555
12/29/2019 9:00:00 AM,12/29/2019 4:00:00 AM,MIDATL,219.584
12/29/2019 9:00:00 AM,12/29/2019 4:00:00 AM,SOUTH,63.111
