"","date","hour.ending","hour","AECO","AEPAPT","AEPIMP","AEPKPT","AEPOPT","AP","BC","CE","DAY","DEOK","DOM","DPLCO","DUQ","EASTON","EKPC","JC","ME","OE","OVEC","PAPWR","PE","PEPCO","PLCO","PN","PS","RECO","SMECO","UGI","VMEU"
"631",2019-01-27,7,631,998.543,5672.88,3087.171,832.855,6180.095,6300.185,4131.09,11318.674,1956,3034.953,14377.996,2516.966,1463.232,39.666,1731.072,2366.11,1843.337,6701.54,42,624.853,4477.961,3013.972,5052.401,1992.114,4469.037,136.408,629.224,133.645,67.855
"632",2019-01-27,8,632,1000.719,5797.058,3150.499,837.278,6437.089,6441.575,4219.93,11610.993,2048,3174.861,14735.688,2554.247,1490.57,40.159,1816.436,2410.412,1908.009,6888.294,43,631.418,4570.488,3104.616,5190.303,2073.491,4456.102,137.194,647.758,137.595,67.367
"633",2019-01-27,9,633,962.7,5807.151,3219.807,846.507,6667.985,6581.628,4217.388,11707.461,2117,3290.606,14547.152,2482.194,1520.821,39.673,1900.924,2398.328,1959.945,7075.326,45,644.09,4635.961,3085.802,5326.801,2138.517,4418.159,138.951,621.257,144.456,62.457
"634",2019-01-27,10,634,899.577,5647.769,3295.219,846.949,6818.097,6667.304,4011.521,11809.902,2153,3358.061,13562.026,2331.457,1552.147,36.641,1888.49,2292.976,1982.443,7266.175,47,676.809,4625.216,3054.011,5383.16,2177.312,4296.638,137.99,565.346,148.644,54.963
"635",2019-01-27,11,635,870.459,5386.868,3195.341,816.957,6815.99,6600.929,3906.354,11846.711,2133,3390.809,12651.292,2188.302,1588.972,33.03,1772.427,2272.495,1993.493,7336.86,45,690.478,4590.234,3009.256,5368.896,2198.262,4203.147,137.423,506.16,149.433,54.296
"636",2019-01-27,12,636,836.389,5167.563,3197.411,793.654,6813.371,6448.43,3893.687,11860.642,2113,3316.646,12097.317,2091.363,1584.576,31.414,1685.777,2260.479,1954.888,7323.28,41,688.073,4574.973,3004.29,5301.068,2193.976,4213.149,138.005,461.086,148.049,53.253
"637",2019-01-27,13,637,867.291,4992.35,3155.05,775.211,6744.864,6308.496,3833.681,11797.635,2095,3248.522,11747.634,2103.276,1582.713,31.416,1548.445,2278.784,1917.846,7314.321,42,672.378,4623.665,2985.933,5215.958,2199.918,4329.442,140.948,461.293,148.61,55.609
"638",2019-01-27,14,638,904.96,4878.359,3115.611,763.264,6632.143,6250.876,3724.196,11761.912,2057,3176.783,11360.453,2050.498,1565.659,30.422,1493.002,2285.073,1859.819,7279.007,38,665.533,4602.817,2875.692,5072.729,2166.623,4399.406,142.234,438.88,145.896,60.546
"639",2019-01-27,15,639,901.342,4848.693,3161.494,747.57,6532.551,6122.424,3667.727,11669.26,2027,3152.249,11211.639,2011.665,1554.289,29.923,1476.964,2288.299,1830.861,7224.021,38,635.127,4554.951,2846.436,5009.706,2132.525,4478.601,143.231,429.52,143.228,60.402
"640",2019-01-27,16,640,960.469,4884.385,3109.978,748.387,6531.603,6135.665,3695.792,11649.165,2017,3097.968,11449.225,2075.278,1550.777,29.915,1503.061,2374.081,1845.911,7226.888,39,654.932,4567.121,2901.049,5006.393,2136.221,4560.919,143.343,445.492,142.765,65.736
"641",2019-01-27,17,641,1047.641,4976.718,3123.518,755.761,6664.016,6293.451,3821.198,11708.166,2059,3167.613,11869.143,2191.869,1582.975,31.431,1577.101,2533.671,1910.967,7449.579,38,661.504,4700.125,2970.596,5134.033,2176.427,4744.285,148.811,472.569,149.245,71.029
"642",2019-01-27,18,642,1141.777,5155.423,3300.409,783.655,7031.529,6592.983,4093.174,12208.808,2172,3348.178,12635.133,2366.797,1679.353,33.548,1674.082,2771.118,2011.066,7829.479,40,682.355,5008.695,3108.153,5386.393,2279.171,5097.521,163.303,512.385,156.674,76.699
"643",2019-01-27,19,643,1155.961,5358.807,3502.794,829.387,7567.546,6856.779,4203.958,13013.843,2338,3573.399,12947.464,2406.906,1746.146,34.567,1862.788,2824.387,2042.634,8200.207,48,726.467,5063.868,3178.965,5478.467,2355.808,5187.69,167.562,531.89,158.132,77.588
"644",2019-01-27,20,644,1141.133,5397.433,3559.274,844.729,7605.128,6827.094,4189.007,13115.314,2371,3658.741,12920.224,2388.065,1742.224,34.035,1840.804,2777.972,2018.951,8154.165,44,747.385,4996.143,3170.805,5431.499,2339.478,5148.159,165.964,531.118,157.282,76.852
"645",2019-01-27,21,645,1119.116,5401.323,3510.042,857.596,7638.291,6798.608,4122.666,12960.371,2382,3644.886,12697.413,2339.156,1705.549,33.044,1908.931,2702.918,1986.131,8176.656,45,730.042,4884.225,3126.364,5359.661,2313.859,5064.525,162.133,518.995,154.641,75.592
"646",2019-01-27,22,646,1063.929,5324.788,3468.254,858.354,7525.22,6598.227,3979.16,12802.285,2343,3580.44,12293.45,2235.05,1674.975,31.929,1927.738,2567.202,1929.058,8019.346,47,724.637,4707.151,3059.795,5202.441,2274.529,4911.443,154.766,493.148,148.361,73.113
"647",2019-01-27,23,647,991.289,5206.875,3350.048,850.81,7321.802,6434.843,3746.47,12430.044,2270,3431.631,11621.93,2105.092,1628.772,29.92,1889.682,2395.885,1840.897,7775.006,48,701.73,4455.322,2896.719,4974.465,2159.652,4665.095,144.731,456.275,140.194,69.586
"648",2019-01-27,24,648,929.8,5088.661,3255.446,839.124,6971.367,6250.59,3527.529,11944.184,2202,3293.153,11139.049,1996.164,1583.751,28.893,1857.828,2222.046,1773.338,7518.94,46,685.339,4223.835,2739.663,4843.527,2110.456,4426.945,134.61,423.564,133.422,66.14
"649",2019-01-28,1,649,905.182,5093.648,3218.481,840.847,6907.618,6268.09,3401.779,11448.65,2156,3199.665,10810.276,1938.096,1540.289,27.795,1821.697,2112.787,1742.927,7393.959,48,684.229,4073.098,2646.943,4705.797,2067.521,4217.403,127.865,407.674,129.056,64.045
"650",2019-01-28,2,650,897.019,5120.483,3190.864,849.634,6869.375,6242.528,3360.787,11231.025,2131,3141.205,10686.691,1921.597,1512.081,28.39,1809.921,2079.62,1725.671,7343.463,43,683.367,4018.036,2606.04,4705.902,2049.837,4128.569,125.443,403.644,127.647,62.572
"651",2019-01-28,3,651,879.127,5201.451,3220.559,858.861,6828.142,6302.914,3384.078,11108.948,2121,3136.135,10779.677,1943.337,1500.05,27.784,1874.208,2079.22,1744.571,7290.702,46,685.432,4015.804,2612.278,4724.195,2048.458,4123.418,126.096,409.249,127.659,61.913
"652",2019-01-28,4,652,894.308,5299.532,3257.399,874.173,6888.248,6375.054,3483.824,11068.374,2123,3125.654,11134.159,1999.206,1515.232,29.397,1883.836,2111.654,1783.982,7315.386,48,673.479,4105.012,2698.034,4835.074,2098.139,4156.435,127.782,426.981,129.066,62.325
"653",2019-01-28,5,653,922.38,5451.56,3330.873,902.734,6977.803,6612.357,3671.349,11023.96,2161,3198.165,11659.078,2092.874,1550.966,30.915,1975.932,2199.65,1860.627,7458.221,49,716.869,4287.923,2854.633,5006.551,2159.755,4300.045,131.673,462.087,134.216,65.629
"654",2019-01-28,6,654,991.191,5781.093,3495.423,941.076,7350.071,6987.369,4049.156,11194.355,2289,3355.338,12686.382,2282.555,1628.821,33.54,2068.409,2395.731,2025.067,7805.723,49,752.8,4652.774,3139.579,5354.564,2349.761,4595.215,140.924,515.418,145.949,72.573
"655",2019-01-28,7,655,1113.602,6266.853,3732.16,1012.759,7903.324,7527.789,4509.497,11633.937,2472,3661.076,13973.722,2557.001,1772.727,38.157,2212.362,2690.999,2238.154,8441.706,57,802.22,5192.499,3543.019,6004.093,2568.24,5092.322,158.253,568.188,162.602,80.509
"656",2019-01-28,8,656,1159.883,6530.889,3869.282,1044.283,8193.941,7837.277,4694.22,12356.253,2585,3824.866,14560.766,2665.844,1860.52,41.293,2235.409,2870.864,2341.174,8898.433,54,851.809,5485.642,3765.326,6311.214,2711.791,5432.792,173.319,579.877,172.404,84.906
"657",2019-01-28,9,657,1142.318,6395.713,3919.643,1041.672,8189.331,7795.562,4607.177,12754.09,2569,3834.582,14514.55,2641.783,1864.808,42.816,2170.692,2862.575,2335.245,8958.593,54,845.986,5487.936,3747.001,6301.472,2699.581,5489.055,178.806,560.3,172.405,84.221
"658",2019-01-28,10,658,1086.96,6044.768,3891.789,1000.455,8027.783,7492.678,4517.085,12904.557,2562,3768.61,14148.108,2610.763,1844.584,42.317,2002.519,2761.168,2278.024,9013.061,55,803.641,5363.191,3709.844,6122.876,2686.106,5363.713,178.441,552.036,170.075,78.183
"659",2019-01-28,11,659,1063.53,5635.155,3867.526,928.151,7907.565,7220.524,4329.123,12953.249,2518,3690.246,13824.787,2586.612,1830.274,42.801,1855.135,2683.661,2250.917,9017.769,58,787.757,5376.367,3566.246,5979.91,2653.233,5345.194,175.285,524.903,167.49,77.903
"660",2019-01-28,12,660,1036.426,5265.964,3845.516,854.801,7621.201,6957.75,4158.288,13043.895,2463,3598.052,13415.784,2472.878,1812.648,41.798,1749.049,2665.992,2204.464,8908.042,55,759.428,5320.671,3537.036,5863.333,2587.493,5338.498,175.556,502.684,164.578,77.771
"661",2019-01-28,13,661,1007.089,4995.478,3778.114,789.695,7496.199,6697.043,4016.019,13006.956,2444,3549.984,13029.132,2371.859,1767.348,37.768,1603.204,2652.433,2153.494,8819.781,50,730.545,5230.147,3403.817,5734.028,2526.068,5220.686,172.076,458.789,158.635,71.372
"662",2019-01-28,14,662,972.993,4813.085,3779.774,749.814,7324.359,6508.159,3866.704,12935.695,2412,3516.762,12606.47,2329.037,1730.672,36.073,1607.271,2586.86,2119.217,8689.31,55,720.45,5125.96,3279.753,5629.644,2483.907,5187.72,170.431,435.049,156.342,70.696
"663",2019-01-28,15,663,994.106,4669.893,3671.857,726.196,7230.506,6410.489,3790.841,13019.904,2363,3476.587,12269.616,2311.929,1692.342,35.046,1547.547,2566.951,2079.296,8504.356,49,704.172,5082.889,3228.155,5495.623,2409.258,5199.106,170.58,433.325,152.656,67.269
"664",2019-01-28,16,664,1033.365,4619.081,3650.115,711.977,7163.169,6319.148,3846.939,13115.175,2318,3397,12212.648,2324.053,1659.694,35.6,1550.701,2647.57,2067.839,8352.901,47,679.456,5087.813,3246.54,5471.74,2349.398,5369.555,171.463,443.423,152.248,72.968
"665",2019-01-28,17,665,1131.834,4717.098,3595.779,719.164,7203.747,6495.34,4064.157,13183.352,2313,3390.366,12671.516,2436.502,1644.242,36.087,1615.087,2834.613,2131.032,8260.288,46,649.466,5227.835,3367.511,5606.924,2403.151,5591.138,177.652,483.712,157.699,82.218
"666",2019-01-28,18,666,1260.048,4944.48,3642.85,742.586,7360.282,6901.122,4485.818,13489.399,2374,3477.12,13752.939,2674.712,1718.244,39.201,1697.474,3119.241,2276.921,8431.382,48,670.845,5626.817,3603.15,5947.454,2500.819,5868.829,190.664,563.522,168.644,89.524
"667",2019-01-28,19,667,1312.715,5283.497,3656.219,770.698,7498.842,7238.026,4732.793,13962.435,2419,3532.187,14512.199,2825.735,1756.36,42.327,1784.192,3235.235,2339.357,8569.95,47,690.03,5775.027,3710.636,6120.732,2578.267,5993.493,194.421,614.145,174.837,91.824
"668",2019-01-28,20,668,1306.534,5308.509,3668.035,782.556,7459.244,7307.808,4758.615,13997.35,2394,3512.075,14743.688,2851.931,1733.203,42.314,1811.125,3200.569,2357.966,8447.035,50,682.68,5711.59,3682.263,6108.644,2523.797,5945.487,190.63,632.374,174.923,90.179
"669",2019-01-28,21,669,1275.87,5305.308,3727.487,780.492,7359.102,7212.474,4707.132,13938.778,2351,3451.133,14715.945,2817.879,1695.604,41.789,1805.538,3118.714,2314.372,8168.606,51,691.398,5633.772,3598.611,6048.028,2496.009,5856.24,185.299,635.334,172.662,88.404
"670",2019-01-28,22,670,1230.097,5190.161,3687.576,770.146,7062.768,6958.176,4545.226,13768.416,2299,3409.233,14343.085,2727.073,1630.739,40.71,1778.825,2967.95,2233.502,7863.268,47,673.33,5407.692,3476.85,5848.451,2399.45,5656.652,176.38,616.715,166.27,84.913
"671",2019-01-28,23,671,1155.241,4973.413,3527.594,751.303,6751.722,6722.765,4295.643,13357.234,2237,3305.627,13744.142,2611.652,1542.14,38.664,1717.39,2741.296,2124.184,7484.579,43,632.191,5072.227,3282.205,5560.774,2273.166,5310.936,162.423,580.473,155.8,80.1
"672",2019-01-28,24,672,1085.568,4755.569,3416.867,723.413,6493.49,6325.54,4054.268,12735.84,2179,3261.612,13215.339,2516.207,1439.894,37.678,1681.542,2547.687,2031.148,7151.37,46,621.056,4811.202,3086.241,5333.229,2175.196,5000.476,149.993,554.226,145.875,76.255
"673",2019-01-29,1,673,1045.188,4614.86,3372.257,706.705,6413.504,6184.026,3804.091,12186.281,2162,3195.476,12935.501,2467.272,1384.346,37.181,1700.416,2432.265,1969.639,6964.246,39,581.058,4622.743,3057.722,5141.804,2113.55,4782.132,141.146,538.618,138.388,72.756
"674",2019-01-29,2,674,1020.778,4541.27,3357.234,695.917,6355.883,6061.377,3735.857,11823.498,2166,3182.601,12882.663,2454.168,1348.923,36.674,1736.718,2381.227,1947.153,6895.32,32,576.92,4523.405,2980.356,5073.778,2053.266,4675.628,136.968,533.928,134.04,71.339
"675",2019-01-29,3,675,1010.206,4550.898,3335.412,698.154,6453.428,5989.217,3694.921,11588.699,2173,3257.593,12894.721,2466.273,1332.637,37.179,1799.208,2365.204,1934.352,6914.023,36,592.718,4496.741,2914.993,5029.262,2024.134,4623.61,135.481,537.996,131.695,70.97
"676",2019-01-29,4,676,1009.041,4633.355,3294.415,734.354,6517.821,6026.907,3692.352,11474.913,2193,3304.946,12935.884,2490.042,1326.82,37.171,1878.28,2374.478,1928.254,6953.595,32,602.134,4521.851,2948.328,5109.749,2054.347,4611.252,136.377,548.571,131.852,71.201
"677",2019-01-29,5,677,1028.986,4689.732,3398.593,760.692,6730.437,6189.925,3781.911,11489.806,2261,3409.425,13255.022,2549.478,1377.949,38.195,1905.37,2435.285,1980.952,7137.21,42,604.344,4632.233,3017.697,5197.424,2084.524,4692.514,139.64,568.688,134.935,73.288
"678",2019-01-29,6,678,1073.477,4915.248,3583.768,810.599,7116.543,6478.479,4047.255,11762.248,2393,3606.314,14088.272,2678.792,1452.568,39.667,2060.1,2576.934,2109.295,7481.158,37,624.922,4911.153,3332.96,5505.765,2205.461,4937.991,148.046,597.735,143.604,77.843
"679",2019-01-29,7,679,1166.549,5324.047,3800.027,873.934,7763.969,6981.251,4407.386,12441.68,2600,3906.595,15126.228,2855.876,1566.979,42.793,2286.051,2833.648,2251.362,8034.241,50,675.049,5325.079,3671.179,5974.958,2383.138,5377.886,164.079,627.434,154.282,84.391
"680",2019-01-29,8,680,1202.125,5618.364,3936.109,940.265,8152.599,7237.048,4532.521,13454.058,2734,4062.741,15411.355,2850.563,1660.809,45.23,2348.621,2976.899,2321.833,8473.329,50,732.657,5600.384,3835.114,6184.648,2533.089,5692.095,179.852,612.308,161.748,87.648
"681",2019-01-29,9,681,1170.553,5703.079,3982.323,995.462,8188.756,7161.122,4437.279,13836.361,2731,4078.984,14878.017,2736.678,1693.085,43.817,2358.901,2973.645,2347.922,8534.322,56,745.635,5514.897,3780.046,6247.085,2553.844,5747.084,185.775,573.81,164.751,87.444
"682",2019-01-29,10,682,1128.111,5781.278,4000.859,1032.109,8287.717,7118.254,4302.072,13931.138,2750,4090.257,14336.139,2639.692,1737.659,42.1,2366.818,2960.092,2356.725,8617.924,59,740.066,5450.671,3743.278,6322.735,2552.186,5697.942,188.862,543.607,168.825,81.258
"683",2019-01-29,11,683,1103.877,5824.814,3981.067,1049.507,8293.391,7142.672,4229.464,13935.152,2770,4118.504,13817.207,2541.446,1762.801,40.837,2358.236,2935.532,2368.357,8684.353,55,726.774,5410.578,3694.864,6332.42,2585.821,5672.258,188.137,521.294,171.997,80.377
"684",2019-01-29,12,684,1090.582,5874.111,3941.204,1055.852,8337.146,7207.3,4178.147,13979.589,2755,4130.652,13266.921,2458.439,1764.929,39.213,2327.183,2902.863,2371.286,8688.265,52,714.372,5349.804,3599.445,6353.953,2580.953,5622.996,185.975,498.32,173.217,81.491
"685",2019-01-29,13,685,1070.92,5905.11,3895.905,1038.759,8382.678,7187.904,4160.418,13922.43,2772,4104.424,12844.472,2401.605,1783.371,38.167,2278.816,2887.072,2353.589,8803.257,60,712.924,5250.873,3609.336,6285.778,2547.837,5568.311,185.335,483.081,172.359,84.509
"686",2019-01-29,14,686,1071.78,5937.349,3876.725,1031.794,8391.197,7268.652,4166.117,13928.056,2743,4046.342,12639.241,2391.938,1802.281,36.734,2188.865,2870.08,2358.316,8672.205,58,702.461,5258.296,3633.914,6235.69,2544.542,5571.582,184.745,487.525,170.584,80.91
"687",2019-01-29,15,687,1101.501,5903.877,3833.376,1014.987,8320.531,7304.475,4233.927,13980.768,2692,3938.298,12709.376,2380.319,1799.896,37.282,2104.273,2875.932,2326.376,8595.357,59,701.284,5248.272,3636.572,6174.609,2521.611,5581.785,183.996,491.189,168.822,83.954
"688",2019-01-29,16,688,1123.731,5928.056,3815.777,998.42,8192.514,7389.649,4284.028,13997.754,2645,3913.65,13046.619,2399.748,1800.6,36.802,2019.134,2897.626,2307.129,8581.787,59,707.009,5262.82,3729.024,6079.67,2495.017,5617.234,184.082,509.187,166.312,85.317
"689",2019-01-29,17,689,1169.419,5996.9,3856.551,992.148,8260.527,7523.531,4427.881,14078.024,2694,3974.086,13442.584,2491.338,1826.677,38.318,2072.535,2971.122,2323.205,8677.801,60,719.967,5428.066,3830.34,6128.102,2539.923,5708.786,188.918,542.724,169.407,88.171
"690",2019-01-29,18,690,1264.595,6190.023,3916.982,1015.612,8493,7759.055,4651.427,14347.992,2774,4099.147,14152.84,2646.501,1894.308,39.82,2211.7,3141.459,2399.646,8957.244,64,738.969,5675.275,3946.943,6278.429,2592.144,5875.939,195.759,589.392,177.424,90.758
"691",2019-01-29,19,691,1267.388,6478.999,4064.771,1056.405,8821.413,7950.549,4692.538,15039.654,2878,4274.291,14377.092,2679.721,1936.93,40.218,2407.002,3146.721,2403.15,9324.466,62,802.534,5728.175,3954.158,6292.178,2652.316,5845.335,193.15,603.64,178.542,90.097
"692",2019-01-29,20,692,1250.27,6555.185,4010.284,1072.411,8695.451,8011.976,4605.529,15218.004,2853,4259.055,14213.558,2653.472,1925.879,39.684,2471.213,3084.837,2352.738,9257.021,57,790.038,5595.371,3999.589,6165.974,2638.053,5774.447,187.648,597.911,174.798,88.229
"693",2019-01-29,21,693,1217.042,6595.476,3977.045,1079.433,8630.457,7907.284,4486.528,15098.087,2789,4193.906,13946.977,2595.219,1894.23,38.202,2511.646,2980.107,2276.354,9159.394,59,789.67,5483.056,3852.511,6020.693,2626.459,5653.558,180.919,581.125,169.698,85.959
"694",2019-01-29,22,694,1161.167,6548.58,3962.01,1077.972,8377.479,7750.518,4344.516,14902.682,2724,4057.711,13619.91,2478.181,1847.234,36.694,2452.209,2798.342,2199.434,8916.445,52,774.168,5203.036,3734.14,5848.451,2576.079,5428.982,170.696,554.252,163.281,81.863
"695",2019-01-29,23,695,1080.71,6435.357,3839.734,1071.498,8102.844,7466.207,4158.708,14496.894,2625,3918.797,13240.652,2350.273,1759.412,35.542,2418.191,2573.492,2107.521,8607.854,53,757.231,4898.017,3554.395,5541.225,2419.407,5095.48,156.333,528.502,155.305,77.23
"696",2019-01-29,24,696,1025.834,6300.196,3705.974,1043.631,7801.049,7283.678,4029.656,13912.642,2540,3781.782,12900.06,2287.614,1703.76,35.076,2342.666,2391.482,2010.288,8264.455,55,743.213,4608.605,3360.559,5382.382,2340.61,4802.081,143.203,516.685,145.171,72.954
"697",2019-01-30,1,697,991.692,6244.833,3644.921,1030.573,7669.726,7179.972,4041.126,13395.594,2517,3744.278,12715.317,2286.682,1668.127,35.556,2292.736,2277.597,1985.597,8008.716,58,699.096,4513.967,3198.578,5271.2,2294.806,4613.021,134.772,518.647,139.815,70.629
"698",2019-01-30,2,698,980.349,6248.18,3600.712,1028.738,7562.359,7078.345,4044.264,13103.997,2509,3737.35,12905.771,2327.906,1622.354,36.675,2297.453,2269.387,1955.33,7935.953,57,707.967,4547.962,3154.216,5251.198,2236.99,4565.425,131.529,529.082,138.112,69.725
"699",2019-01-30,3,699,987.003,6288.817,3558.02,1015.289,7609.876,7154.099,4094.814,12922.506,2515,3746.742,13179.563,2382.58,1607.076,37.155,2333.433,2284.572,1956.654,7928.981,61,716.999,4570.69,3177.188,5275.792,2229.191,4551.419,130.821,545.121,137.63,69.775
"700",2019-01-30,4,700,1001.412,6342.017,3504.77,999.966,7728.323,7265.748,4222.344,12867.972,2557,3819.093,13582.248,2450.306,1593.77,38.68,2361.816,2326.801,1994.54,7954.681,57,714.879,4622.654,3238.316,5367.145,2231.161,4595.866,133.278,562.943,138.943,70.395
"701",2019-01-30,5,701,1032.888,6482.735,3555.257,1010.077,7940.128,7481.97,4450.518,12852.582,2628,3918.349,14310.666,2549.135,1617.237,39.179,2436.167,2409.329,2076.355,8112.776,62,744.888,4803.224,3375.625,5533.706,2309.877,4716.262,137.549,600.489,142.974,72.794
"702",2019-01-30,6,702,1093.106,6714.427,3603.48,1045.641,8241.498,7837.087,4819.198,13004.644,2726,4069.397,15406.729,2714.609,1676.815,42.308,2567.041,2582.542,2217.13,8454.826,56,760.831,5152.603,3639.171,5879.255,2419.463,4978.379,143.682,659.494,154.411,78.517
"703",2019-01-30,7,703,1195.569,7098.175,3805.204,1088.102,8580.773,8190.681,5242.797,13346.249,2876,4295.607,16678.505,2997.861,1786.17,47.422,2690.065,2847.303,2394.633,8948.106,56,814.842,5611.228,3998.458,6395.752,2583.748,5448.087,163.397,726.664,168.415,85.913
"704",2019-01-30,8,704,1241.491,7328.648,3956.522,1119.05,8773.288,8508.584,5428.768,13828.501,3035,4502.799,17217.679,3057.304,1846.545,50.559,2832.591,3006.444,2492.655,9298.471,58,840.354,5938.407,4164.164,6776.119,2725.884,5702.447,177.628,751.07,176.988,89.213
"705",2019-01-30,9,705,1156.466,7212.159,4029.122,1141.544,8907.172,8482.252,5249.97,14139.591,3083,4618.97,16497.73,2896.427,1922.105,48.427,2889.027,2971.161,2486.28,9544.447,58,854.768,5898.478,4122.222,6766.544,2736.84,5644.861,181.314,690.101,180.246,86.57
"706",2019-01-30,10,706,1068.404,7009.769,4034.846,1159.51,9150.894,8276.215,4875.491,14391.633,3136,4717.435,15282.083,2666.885,1968.061,44.444,2937.292,2857.993,2420.439,9720.876,60,886.125,5668.048,3937.67,6503.783,2746.774,5461.838,180.293,603.256,181.218,79.24
"707",2019-01-30,11,707,982.86,6930.898,4044.36,1172.933,9396.793,8220.467,4577.043,14567.031,3168,4684.559,14567.747,2550.591,1992.946,41.872,2897.36,2718.71,2370.776,9920.373,63,896.297,5554.915,3782.53,6425.611,2798.184,5323.759,177.246,546.772,177.44,68.94
"708",2019-01-30,12,708,931.421,6882.206,4030.916,1167.993,9388.119,8294.804,4404.598,14699.522,3126,4599.009,14025.647,2457.488,2012.131,39.984,2835.824,2621.711,2346.77,9876.012,58,909.658,5431.818,3660.923,6394.516,2824.694,5194.332,175.28,509.987,178.767,64.428
"709",2019-01-30,13,709,919.468,6754.174,4080.469,1143.498,9375.372,8383.312,4352.401,14754.869,3116,4531.52,13630.818,2403.733,2048.305,38.754,2740.928,2570.448,2360.748,9841.772,57,895.814,5373.847,3656.313,6371.533,2845.563,5114.644,172.078,492.091,181.772,62.774
"710",2019-01-30,14,710,986.447,6638.427,4029.397,1123.292,9242.267,8294.11,4587.109,14701.409,3064,4440.728,13532.682,2444.115,2080.187,38.602,2649.695,2652.127,2389.542,9777.361,58,870.966,5443.684,3791.777,6497.485,2827.253,5292.949,174.971,492.087,182.321,73.201
"711",2019-01-30,15,711,1088.013,6527.453,3953.623,1110.744,9125.586,8346.897,4661.302,14667.229,3011,4358.205,13416.386,2531.082,2063.064,41.368,2554.939,2844.743,2407.056,9660.013,60,857.418,5631.758,3796.407,6589.806,2851.998,5661.688,180.223,519.033,183.601,81.815
"712",2019-01-30,16,712,1160.637,6480.662,3931.571,1098.843,8952.26,8496.602,4728.117,14529.831,2955,4296.995,13582.131,2634.28,2050.488,43.338,2472.167,2993.64,2441.726,9569.305,61,854.479,5830.957,3834.686,6715.28,2897.12,5849.465,185.862,534.958,184.352,83.158
"713",2019-01-30,17,713,1266.764,6632.492,3950.466,1112.237,9043.126,8664.635,5071.036,14471.671,2956,4312.546,14322.813,2812.568,2047.86,45.46,2555.254,3148.648,2521.655,9628.28,63,844.269,6036.765,4061.621,6924.337,2884.187,6015.231,191.451,588.785,193.214,90.489
"714",2019-01-30,18,714,1397.058,6972.47,4033.858,1150.804,9213.382,9138.079,5637.357,14716.457,3059,4524.271,15664.013,3141.25,2102.954,49.57,2703.098,3441.121,2697.895,9847.81,62,904.86,6558.825,4426.018,7305.207,2951.937,6397.358,204.477,688.241,208.191,96.329
"715",2019-01-30,19,715,1465.346,7335.527,4180.077,1209.683,9385.903,9459.453,5965.166,15474.381,3161,4763.447,16760.227,3369.659,2154.086,53.195,2921.71,3604.532,2780.862,10169.575,66,921.555,6859.373,4606.205,7539.84,3014.996,6645.43,211.275,761.271,214.851,99.106
"716",2019-01-30,20,716,1487.242,7435.309,4133.467,1224.553,9346.532,9472.215,6008.361,15583.564,3147,4764.167,17128.9,3436.589,2142.969,55.1,2986.143,3608.502,2775.212,10107.679,65,926.935,6830.536,4616.997,7530.874,2981.276,6645.824,208.943,797.044,213.59,98.133
"717",2019-01-30,21,717,1467.266,7509.608,4081.701,1236.117,9259.033,9414.585,6010.226,15392.195,3102,4726.865,17254.602,3499.385,2105.948,54.99,2976.681,3556.267,2732.525,9917.739,70,946.767,6787.928,4583.383,7476.738,2936.212,6576.781,204.24,821.149,209.691,96.412
"718",2019-01-30,22,718,1427.047,7533.841,3926.366,1237.594,9185.801,9255.625,5893.853,15140.563,3036,4601.307,17047.726,3460.924,2050.016,55.123,2952.656,3412.72,2683.102,9674.854,64,885.414,6596.713,4475.745,7236.567,2881.551,6410.905,195.807,815.585,203.493,92.841
"719",2019-01-30,23,719,1347.906,7406.806,3896.057,1212.302,8999.958,8973.837,5644.52,14747.396,2925,4460.057,16594.326,3365.53,1964.856,53.699,2877.304,3200.426,2560.552,9312.06,69,855.798,6278.012,4283.394,6985.715,2746.253,6106.151,182.235,787.151,193.715,88.41
"720",2019-01-30,24,720,1288.908,7310.577,3857.791,1190.926,8783.454,8819.692,5465.598,14243.434,2835,4362.222,16336.635,3299.394,1876.332,52.894,2816.223,3005.749,2469.49,8955.758,65,838,5984.421,4139.38,6777.773,2630.394,5799.966,167.803,771.236,185.69,83.658
"721",2019-01-31,1,721,1248.363,7241.688,3771.676,1175.847,8586.701,8700.705,5380.61,13696.168,2789,4284.491,16278.428,3266.267,1830.692,52.489,2766.017,2900.601,2437.958,8761.827,65,832.788,5828.366,4023.293,6664.204,2590.336,5583.898,160.092,769.678,181.694,81.63
"722",2019-01-31,2,722,1222.24,7216.585,3732.809,1178.438,8499.255,8684.15,5373.037,13382.702,2749,4263.467,16479.709,3282.51,1815.092,53.199,2790.786,2845.101,2426.98,8655.339,65,834.776,5754.636,3993.4,6628.837,2567.082,5459.792,156.507,779.938,178.416,79.896
"723",2019-01-31,3,723,1220.825,7255.899,3694.343,1166.839,8418.483,8680.164,5411.962,13224.758,2720,4258.483,16726.332,3300.383,1791.66,53.81,2736.74,2836.404,2413.792,8569.576,65,836.55,5742.028,3964.596,6677.653,2533.232,5406.527,154.888,790.851,177.451,79.31
"724",2019-01-31,4,724,1211.441,7323.088,3582.495,1181.689,8387.383,8716.275,5475.831,13079.786,2725,4262.474,17144.62,3325.789,1776.381,54.06,2764.127,2847.073,2415.949,8534.669,71,807.551,5755.689,4051.961,6684.348,2524.008,5403.082,155.149,804.96,177.38,79.432
